date,pottermore,searches
2016-07-02,11,15.415979227516347
2016-07-03,10,26.489498593148276
2016-07-04,8,16.24859239329291
2016-07-05,7,14.174476041882981
2016-07-06,7,24.116201402251097
2016-07-07,6,14.072923531913302
2016-07-08,6,16.82560277595842
2016-07-09,6,17.397744533300074
2016-07-10,6,13.263593835757064
2016-07-11,5,20.820828691528032
2016-07-12,4,7.846235492870492
2016-07-13,5,2.1473587739654914
2016-07-14,5,13.321804925193641
2016-07-15,5,10.519370888119425
2016-07-16,6,12.195092562513599
2016-07-17,7,22.835469909969397
2016-07-18,5,17.78760446406074
2016-07-19,5,15.077151811106505
2016-07-20,5,19.743889276448993
2016-07-21,4,22.883575889309444
2016-07-22,4,12.903120592331929
2016-07-23,5,19.813617512156075
2016-07-24,5,25.959403025755236
2016-07-25,4,16.58732537199902
2016-07-26,4,12.429060736204477
2016-07-27,5,20.13865007390723
2016-07-28,5,16.827469123470998
2016-07-29,5,13.641232591001124
2016-07-30,7,18.90817856073307
2016-07-31,11,32.08885444392754
2016-08-01,8,23.458312492170826
2016-08-02,6,34.1844055234073
2016-08-03,5,23.732284329079242
2016-08-04,6,21.897768106607067
2016-08-05,5,18.307970056343613
2016-08-06,5,17.49000114122255
2016-08-07,6,24.976977434398613
2016-08-08,4,16.169876861318926
2016-08-09,4,19.50464235966391
2016-08-10,4,14.273732708937212
2016-08-11,3,19.743889276448993
2016-08-12,4,9.298192892524721
2016-08-13,4,17.580937176997235
2016-08-14,5,20.60766673921272
2016-08-15,4,18.37136582050597
2016-08-16,4,16.185662496452316
2016-08-17,5,10.001481957238884
2016-08-18,6,15.436131616132851
2016-08-19,5,16.554863109860804
2016-08-20,5,6.85945355611562
2016-08-21,5,21.491901432726365
2016-08-22,4,9.81223315012443
2016-08-23,4,11.300198252043273
2016-08-24,4,19.142881761180114
2016-08-25,4,13.006353406869945
2016-08-26,4,7.171666297398394
2016-08-27,5,16.273902635381045
2016-08-28,5,13.54122328593275
2016-08-29,4,13.282252785974778
2016-08-30,4,10.177934779124552
2016-08-31,4,19.680165196403696
2016-09-01,5,4.520909217267722
2016-09-02,5,12.904176693742286
2016-09-03,5,16.30335254577396
2016-09-04,5,17.63180252493984
2016-09-05,5,9.718816158433341
2016-09-06,5,13.31827164036737
2016-09-07,5,14.010710288249314
2016-09-08,4,14.296603422682193
2016-09-09,4,13.641232591001124
2016-09-10,4,10.428732796365383
2016-09-11,5,9.286687752296109
2016-09-12,4,18.047396654202846
2016-09-13,3,8.4817824457995
2016-09-14,3,7.719668961948926
2016-09-15,3,11.96574262154013
2016-09-16,3,19.203077593676664
2016-09-17,4,10.217485612707911
2016-09-18,4,20.040888609690946
2016-09-19,3,-1.1063325617194302
2016-09-20,3,17.232996328378913
2016-09-21,3,10.05143454073767
2016-09-22,71,9.445986904005997
2016-09-23,100,14.448748992806864
2016-09-24,51,13.751424955538152
2016-09-25,37,19.673732235298303
2016-09-26,22,8.440947771890718
2016-09-27,15,8.615515320632289
2016-09-28,12,8.814781292754892
2016-09-29,11,17.749280047388197
2016-09-30,12,11.128373955816706
2016-10-01,15,20.24192609433814
2016-10-02,12,15.481048177430273
2016-10-03,8,15.343306541655046
2016-10-04,8,12.154617136689001
2016-10-05,8,12.923272980948433
2016-10-06,8,15.180656652087663
2016-10-07,9,20.380548741904917
2016-10-08,9,17.231030641264578
2016-10-09,8,9.434190052674337
2016-10-10,7,4.469716127367055
2016-10-11,6,11.611612754164376
2016-10-12,7,16.513071031211886
2016-10-13,7,16.1127535700968
2016-10-14,8,15.260705516075397
2016-10-15,10,18.84606344487606
2016-10-16,8,20.556108274741835
2016-10-17,7,13.115198394322936
2016-10-18,6,10.410414345764016
2016-10-19,6,17.78760446406074
2016-10-20,6,14.74804326934785
2016-10-21,7,9.508136661187564
2016-10-22,7,20.461848886501684
2016-10-23,7,16.099633460685418
2016-10-24,6,16.243648017938593
2016-10-25,6,-7.064797968503727
2016-10-26,6,13.96960749409564
2016-10-27,6,13.02065391421671
2016-10-28,5,15.077151811106505
2016-10-29,7,13.40722666839676
2016-10-30,7,16.39290933752701
2016-10-31,6,19.582503489192465
2016-11-01,6,10.390261957147512
2016-11-02,6,13.525230244836084
2016-11-03,6,13.226058791622206
2016-11-04,6,11.798540477796987
2016-11-05,7,14.563308110827009
2016-11-06,7,16.1127535700968
2016-11-07,9,8.357897459738215
2016-11-08,11,11.278084010533208
2016-11-09,7,5.858377885425961
2016-11-10,7,1.2325110697349864
2016-11-11,7,14.000212396027468
2016-11-12,8,21.5786943731791
2016-11-13,9,20.901312213987392
2016-11-14,7,17.954962185724373
2016-11-15,7,22.50951837786412
2016-11-16,10,22.11901004890617
2016-11-17,14,24.399075276239735
2016-11-18,14,18.31874872250841
2016-11-19,16,30.747575433500764
2016-11-20,18,29.06571898757447
2016-11-21,14,23.014259660904965
2016-11-22,13,25.0285770467758
2016-11-23,12,21.897768106607067
2016-11-24,12,17.570211990053934
2016-11-25,12,14.583757283128566
2016-11-26,15,10.265243206611038
2016-11-27,14,25.92977503623628
2016-11-28,11,16.540494766703773
2016-11-29,11,15.002144832305225
2016-11-30,10,25.201457935479034
2016-12-01,10,15.449989847412066
2016-12-02,9,22.703829585547073
2016-12-03,10,23.77281691328951
2016-12-04,11,25.326788676201215
2016-12-05,8,17.839854073064078
2016-12-06,9,19.743889276448993
2016-12-07,8,12.26756260719288
2016-12-08,7,11.962251780344463
2016-12-09,8,15.141706276592462
2016-12-10,9,17.74562998979641
2016-12-11,9,23.692667131738794
2016-12-12,8,21.179808496554376
2016-12-13,7,24.771493619077503
2016-12-14,7,13.346807251460735
2016-12-15,7,13.805086092209637
2016-12-16,7,26.564505571949557
2016-12-17,8,18.115704143352765
2016-12-18,8,21.645134845715596
2016-12-19,7,9.71361166741568
2016-12-20,7,14.735136054943718
2016-12-21,7,18.826219462467233
2016-12-22,8,24.410626741791486
2016-12-23,9,18.321231947131096
2016-12-24,10,26.71568705248047
2016-12-25,13,18.950922687595025
2016-12-26,10,25.607377566066027
2016-12-27,8,35.526241348270844
2016-12-28,9,20.906160616782255
2016-12-29,9,23.630433436325593
2016-12-30,9,30.164003497514187
2016-12-31,10,23.793330269566233
2017-01-01,44,25.09397833203692
2017-01-02,45,30.993964296401888
2017-01-03,58,34.86094715915388
2017-01-04,100,34.88372920552888
2017-01-05,78,24.15090360381937
2017-01-06,55,17.817851098886763
2017-01-07,51,34.137783679071084
2017-01-08,51,26.63121015891668
2017-01-09,32,11.431637697138534
2017-01-10,31,24.912699906782386
2017-01-11,32,11.123248697227595
2017-01-12,29,11.61120286609603
2017-01-13,29,22.168962195264854
2017-01-14,35,26.409641676696403
2017-01-15,35,22.9276236639858
2017-01-16,27,19.47931620082629
2017-01-17,24,19.40881807416408
2017-01-18,25,22.65360790152583
2017-01-19,24,25.168646203420636
2017-01-20,24,21.762194598926495
2017-01-21,33,20.349350072013817
2017-01-22,36,32.66716225739743
2017-01-23,24,25.272997733782002
2017-01-24,24,11.86489952740677
2017-01-25,22,15.549823904106159
2017-01-26,23,20.96439945623969
2017-01-27,28,15.273395606845998
2017-01-28,33,36.138668096953396
2017-01-29,31,33.84384304952263
2017-01-30,23,20.820828691528032
2017-01-31,23,18.307970056343613
2017-02-01,21,12.570499209131222
2017-02-02,24,17.50177030736219
2017-02-03,24,15.329677413570884
2017-02-04,32,24.60989271391409
2017-02-05,30,28.630144263178895
2017-02-06,21,19.025929666396305
2017-02-07,19,12.970629886348595
2017-02-08,21,24.450718813441316
2017-02-09,21,0.932767047144246
2017-02-10,20,19.078396975987538
2017-02-11,23,26.816449947312964
2017-02-12,24,26.398499326103043
2017-02-13,18,10.963974761699927
2017-02-14,20,21.903096211386032
2017-02-15,19,11.487353760843051
2017-02-16,19,18.21461951322381
2017-02-17,20,20.258488624980828
2017-02-18,25,12.880579523904537
2017-02-19,23,19.92772649428145
2017-02-20,20,15.404924950477362
2017-02-21,18,17.231030641264578
2017-02-22,19,18.217660626576418
2017-02-23,17,22.974707521686103
2017-02-24,20,19.643450475977755
2017-02-25,23,14.832873011084594
2017-02-26,25,23.83337458025876
2017-02-27,20,17.578956169251935
2017-02-28,17,10.280552776777958
2017-03-01,18,22.43007756770415
2017-03-02,19,15.882944210824398
2017-03-03,19,15.804811296460375
2017-03-04,24,16.513071031211886
2017-03-05,23,31.364712147936242
2017-03-06,19,21.897768106607067
2017-03-07,19,17.45645801784667
2017-03-08,18,-3.6644140636186666
2017-03-09,18,7.73739764586939
2017-03-10,21,11.462267302885984
2017-03-11,24,27.52435555085171
2017-03-12,24,15.642672871189701
2017-03-13,19,30.351897639982823
2017-03-14,20,10.906931622649921
2017-03-15,19,26.60364789498062
2017-03-16,17,22.97840399362224
2017-03-17,19,11.3938116870961
2017-03-18,24,19.621000310622897
2017-03-19,25,22.388798476184224
2017-03-20,17,17.49000114122255
2017-03-21,18,28.359404597081284
2017-03-22,21,16.154091226185542
2017-03-23,19,20.334029674957193
2017-03-24,21,18.091858742447496
2017-03-25,21,17.325601903270627
2017-03-26,22,21.606586823745168
2017-03-27,17,15.077151811106505
2017-03-28,19,17.290024899754126
2017-03-29,19,13.549664714427891
2017-03-30,18,18.13660018267722
2017-03-31,19,16.87205083623823
2017-04-01,24,14.720782014797544
2017-04-02,24,22.98038212831013
2017-04-03,20,21.339078097651647
2017-04-04,17,17.590010446290922
2017-04-05,31,22.83482608034126
2017-04-06,24,12.158865310615928
2017-04-07,23,12.078167538021177
2017-04-08,20,7.3820290006874405
2017-04-09,23,5.518014361513005
2017-04-10,22,21.53878830158072
2017-04-11,19,4.176303278003212
2017-04-12,22,22.373686848765374
2017-04-13,23,18.330204361530363
2017-04-14,23,26.564505571949557
2017-04-15,24,17.71345326004642
2017-04-16,24,23.951637631696766
2017-04-17,20,10.394821297501368
2017-04-18,17,18.990805922474824
2017-04-19,19,0.9187732781228117
2017-04-20,18,22.16594872388791
2017-04-21,20,12.87505738862368
2017-04-22,24,0.5962173672471174
2017-04-23,23,12.817661100215325
2017-04-24,20,18.84121350722547
2017-04-25,19,16.154091226185542
2017-04-26,18,13.097536626803944
2017-04-27,19,11.535890896759291
2017-04-28,21,22.382857261435845
2017-04-29,26,14.104052147944065
2017-04-30,30,19.564023054928747
2017-05-01,24,26.600713802462845
2017-05-02,20,16.513071031211886
2017-05-03,20,17.590010446290922
2017-05-04,20,17.35043969693531
2017-05-05,21,11.08725299901787
2017-05-06,22,1.9610586226962692
2017-05-07,21,17.590010446290922
2017-05-08,19,19.38490947142265
2017-05-09,17,24.051646936765138
2017-05-10,17,28.000424792054936
2017-05-11,19,16.958139265966796
2017-05-12,20,18.24573636093041
2017-05-13,20,19.025711174689654
2017-05-14,21,17.231030641264578
2017-05-15,16,23.692667131738794
2017-05-16,17,17.209182553727086
2017-05-17,15,16.513071031211886
2017-05-18,16,16.87205083623823
2017-05-19,18,14.709098736786471
2017-05-20,20,11.588570210923319
2017-05-21,20,26.554284763567416
2017-05-22,15,19.614027707462938
2017-05-23,16,12.60384531514095
2017-05-24,17,8.615515320632289
2017-05-25,16,11.557228522642507
2017-05-26,17,19.01062721543039
2017-05-27,20,18.816211180958376
2017-05-28,22,12.245560378446731
2017-05-29,20,17.557047025372853
2017-05-30,19,18.21906709734963
2017-05-31,20,25.638747637401437
2017-06-01,18,8.222570630755726
2017-06-02,19,20.10286908147534
2017-06-03,21,15.778214010350283
2017-06-04,22,20.820828691528032
2017-06-05,18,17.844454841168833
2017-06-06,20,15.566718241765113
2017-06-07,23,18.69760981112649
2017-06-08,22,16.440616527416545
2017-06-09,20,23.692667131738794
2017-06-10,22,20.34246879402106
2017-06-11,26,4.614253633901495
2017-06-12,21,16.87205083623823
2017-06-13,19,15.914922830354703
2017-06-14,19,19.75967491158238
2017-06-15,23,17.590010446290922
2017-06-16,26,9.267452948581074
2017-06-17,25,21.967172509743612
2017-06-18,25,19.38490947142265
2017-06-19,21,19.38490947142265
2017-06-20,20,16.93660530172419
2017-06-21,21,2.7947503671497476
2017-06-22,22,28.561994242373036
2017-06-23,25,22.155834716589247
2017-06-24,25,30.08362672327503
2017-06-25,28,22.974707521686103
2017-06-26,61,38.43895924776588
2017-06-27,60,25.872715811092313
2017-06-28,35,20.52453700447506
2017-06-29,31,21.179808496554376
2017-06-30,28,21.42169886540384
2017-07-01,62,23.888198043766312
2017-07-02,65,11.034206240416104
2017-07-03,51,23.678775301190463
2017-07-04,52,22.634577509665842
2017-07-05,47,23.28721704665393
2017-07-06,44,10.712493577195222
2017-07-07,47,19.285839630690255
2017-07-08,50,29.408584961807534
2017-07-09,52,30.95763317787208
2017-07-10,44,21.179808496554376
2017-07-11,42,22.52290264218195
2017-07-12,44,14.149473715615885
2017-07-13,41,22.11643382933203
2017-07-14,42,33.02614206242377
2017-07-15,44,21.563486724961756
2017-07-16,47,26.564505571949557
2017-07-17,39,21.911455918514914
2017-07-18,40,25.128586351844174
2017-07-19,43,12.00874337058137
2017-07-20,44,14.359192201053814
2017-07-21,48,30.872263232265702
2017-07-22,49,34.81680871523699
2017-07-23,49,28.297170901668082
2017-07-24,46,19.196440853138103
2017-07-25,44,26.205525766923213
2017-07-26,39,24.36241114946673
2017-07-27,42,31.87590311498989
2017-07-28,47,22.37947439196231
2017-07-29,52,33.74410167247646
2017-07-30,58,34.32648777484858
2017-07-31,50,25.514027022946227
2017-08-01,48,26.120675573437257
2017-08-02,46,20.62701657361025
2017-08-03,41,26.564505571949557
2017-08-04,44,19.551623363458145
2017-08-05,47,16.299653335539915
2017-08-06,51,26.68391462762029
2017-08-07,43,15.599942748673037
2017-08-08,44,18.778107118859467
2017-08-09,40,22.295890234664476
2017-08-10,37,24.06837190060306
2017-08-11,39,14.144623777965297
2017-08-12,46,24.76960654681783
2017-08-13,54,28.294436916672005
2017-08-14,42,17.55399267954773
2017-08-15,42,16.21050418617164
2017-08-16,41,16.243648017938593
2017-08-17,35,7.970604820659471
2017-08-18,39,25.28785595294145
2017-08-19,50,22.163397368513607
2017-08-20,44,20.65196309029237
2017-08-21,38,1.6255288482068089
2017-08-22,36,14.144623777965297
2017-08-23,41,19.6963060331396
2017-08-24,39,6.506398353914362
2017-08-25,44,20.178659551016473
2017-08-26,49,17.231030641264578
2017-08-27,46,19.4744662631757
2017-08-28,37,18.666949861369957
2017-08-29,38,12.18838413181046
2017-08-30,36,12.169743428357409
2017-08-31,38,25.370505263730887
2017-09-01,87,1.4993823178298804
2017-09-02,97,23.31838487574653
2017-09-03,68,25.865945712499226
2017-09-04,57,14.017082979051994
2017-09-05,47,8.271085328557714
2017-09-06,40,15.739906546485049
2017-09-07,40,12.564293175922087
2017-09-08,40,22.12281989573662
2017-09-09,46,14.478601256724547
2017-09-10,45,24.426866799485044
2017-09-11,35,13.102550164988397
2017-09-12,36,3.089128965405589
2017-09-13,35,15.01618236857723
2017-09-14,36,16.914157152762805
2017-09-15,36,16.513071031211886
2017-09-16,48,17.771121836381205
2017-09-17,45,23.36827548428557
2017-09-18,33,12.965235708188942
2017-09-19,38,16.161222709612932
2017-09-20,38,15.436131616132851
2017-09-21,34,18.602280015601004
2017-09-22,45,25.074085694038914
2017-09-23,49,0.08086145953972412
2017-09-24,78,31.424588181086826
2017-09-25,64,13.130514826284369
2017-09-26,43,17.908685474084262
2017-09-27,40,22.974707521686103
2017-09-28,39,17.6838154119709
2017-09-29,41,17.18587592638098
2017-09-30,51,25.48756615687052
2017-10-01,48,22.25674791163341
2017-10-02,49,17.301179551832703
2017-10-03,47,18.089697699837235
2017-10-04,43,3.807596942941581
2017-10-05,37,14.333437236772575
2017-10-06,41,13.78705044371216
2017-10-07,51,22.974707521686103
2017-10-08,50,11.846333565869397
2017-10-09,40,17.590010446290922
2017-10-10,38,23.13994905719048
2017-10-11,37,22.9113205791285
2017-10-12,38,19.025929666396305
2017-10-13,39,21.53878830158072
2017-10-14,50,23.359495979758293
2017-10-15,48,19.309249721941452
2017-10-16,39,11.846333565869397
2017-10-17,39,20.461848886501684
2017-10-18,41,20.461848886501684
2017-10-19,39,15.54085359162236
2017-10-20,48,14.71817200608016
2017-10-21,50,21.69594171651874
2017-10-22,48,21.53878830158072
2017-10-23,39,19.323940028893375
2017-10-24,39,10.623703851727178
2017-10-25,43,16.42485308007962
2017-10-26,42,15.19432523300832
2017-10-27,38,5.361602970749888
2017-10-28,51,14.827128548435567
2017-10-29,48,31.231243037292046
2017-10-30,39,16.513071031211886
2017-10-31,47,6.456482649937567
2017-11-01,47,10.374184427959825
2017-11-02,36,22.772881131597778
2017-11-03,44,17.475763863846662
2017-11-04,48,22.61572771665976
2017-11-05,45,24.410626741791486
2017-11-06,36,16.154091226185542
2017-11-07,39,13.960116461578723
2017-11-08,37,15.968622429000561
2017-11-09,40,14.410505299561915
2017-11-10,42,6.349694264401899
2017-11-11,48,18.251799900983915
2017-11-12,47,29.270084542684998
2017-11-13,33,22.91758423046397
2017-11-14,34,21.049946927568318
2017-11-15,36,20.461848886501684
2017-11-16,46,17.668512961004986
2017-11-17,43,29.166920998887026
2017-11-18,48,16.273500281856276
2017-11-19,50,30.289308861611207
2017-11-20,36,23.333687326712447
2017-11-21,38,17.231030641264578
2017-11-22,35,19.13242418984824
2017-11-23,42,23.234001854214608
2017-11-24,40,20.609909294287668
2017-11-25,47,22.376156967304148
2017-11-26,47,16.57535679566049
2017-11-27,36,26.28175958059992
2017-11-28,37,18.05964072960379
2017-11-29,38,19.743889276448993
2017-11-30,34,17.263761218943966
2017-12-01,40,21.953939349616164
2017-12-02,60,19.653148731549727
2017-12-03,100,4.040041702843556
2017-12-04,48,20.009689186947128
2017-12-05,45,16.63082422799353
2017-12-06,46,21.542055758470443
2017-12-07,42,24.519447458548104
2017-12-08,44,22.84915703191799
2017-12-09,47,13.282252785974778
2017-12-10,62,24.410626741791486
2017-12-11,57,8.705660904498881
2017-12-12,50,32.1996235493889
2017-12-13,43,19.743889276448993
2017-12-14,44,17.590010446290922
2017-12-15,43,12.32380494603863
2017-12-16,52,31.949202647344737
2017-12-17,51,26.677880936823485
2017-12-18,41,22.65527985587862
2017-12-19,40,19.514018402394562
2017-12-20,42,22.155834716589247
2017-12-21,42,19.743889276448993
2017-12-22,43,11.804995909780654
2017-12-23,49,34.92931829629898
2017-12-24,58,19.743889276448993
2017-12-25,78,38.37349461234859
2017-12-26,57,13.310782365516538
2017-12-27,51,28.88355208921619
2017-12-28,54,28.682157150209957
2017-12-29,55,23.505511622939014
2017-12-30,55,27.651144862329772
2017-12-31,58,36.43600676092976
2018-01-01,100,25.192375288245316
2018-01-02,70,36.251222575498204
2018-01-03,73,33.00187770072469
2018-01-04,70,18.75564442285886
2018-01-05,72,16.70068096257184
2018-01-06,82,29.889583205426817
2018-01-07,80,27.40827522922556
2018-01-08,61,22.794983187150148
2018-01-09,65,30.15430362221301
2018-01-10,70,11.751470982136665
2018-01-11,65,17.250488107824147
2018-01-12,66,21.658599710776226
2018-01-13,78,23.03996985193109
2018-01-14,70,14.862583388017987
2018-01-15,62,25.009229365208846
2018-01-16,69,16.885936421067207
2018-01-17,63,22.565723064125567
2018-01-18,71,20.801384167670555
2018-01-19,70,24.051646936765138
2018-01-20,78,11.976128172437528
2018-01-21,80,15.623269184528478
2018-01-22,59,20.714374488966065
2018-01-23,60,25.514613223249953
2018-01-24,66,13.708197644508726
2018-01-25,56,18.011678369290646
2018-01-26,65,19.012860180545946
2018-01-27,77,30.199892995568234
2018-01-28,86,26.736329868176124
2018-01-29,66,20.356989643782722
2018-01-30,59,15.795111421159195
2018-01-31,57,24.0190391926211
2018-02-01,64,20.33559828619095
2018-02-02,64,14.339039812437312
2018-02-03,75,15.556129957006426
2018-02-04,74,18.120814547543834
2018-02-05,55,18.02525502561145
2018-02-06,51,9.875652727783201
2018-02-07,53,26.564505571949557
2018-02-08,53,15.834663560378058
2018-02-09,54,21.61160740998735
2018-02-10,64,24.744513921123787
2018-02-11,59,23.84675119810226
2018-02-12,58,19.96165110919817
2018-02-13,56,10.158222872548533
2018-02-14,58,15.640136563856469
2018-02-15,51,14.685819523814722
2018-02-16,53,18.473137743452178
2018-02-17,64,14.359192201053814
2018-02-18,68,27.6087934201341
2018-02-19,51,19.692330811978106
2018-02-20,53,19.38490947142265
2018-02-21,50,17.295585106750533
2018-02-22,49,19.938176268676163
2018-02-23,60,18.45106341630817
2018-02-24,62,19.629642694004733
2018-02-25,61,16.826896121354636
2018-02-26,53,17.126171398545615
2018-02-27,47,17.88398999725311
2018-02-28,47,16.32835487204105
2018-03-01,56,17.26573284283285
2018-03-02,60,22.971732971722897
2018-03-03,65,25.48756615687052
2018-03-04,58,24.12529951382861
2018-03-05,47,16.438064052410606
2018-03-06,52,20.8467074833077
2018-03-07,52,21.21936063577324
2018-03-08,51,11.789664697207439
2018-03-09,58,5.613446872374193
2018-03-10,67,23.333687326712447
2018-03-11,65,21.810457264547892
2018-03-12,48,29.43634401216032
2018-03-13,60,31.78612748384182
2018-03-14,63,35.89798050263454
2018-03-15,63,27.835731979255762
2018-03-16,63,25.8866380335467
2018-03-17,63,23.79401470266946
2018-03-18,62,27.115297924108706
2018-03-19,54,19.707871509705804
2018-03-20,55,22.61572771665976
2018-03-21,59,24.066290111005355
2018-03-22,60,22.95608610878934
2018-03-23,61,12.020597211724908
2018-03-24,56,23.453498735907953
2018-03-25,65,20.343093663590018
2018-03-26,47,17.928837862700764
