date,searches,source
2016-03-12,0,harrypotterlexicon
2016-03-13,30,harrypotterlexicon
2016-03-14,23,harrypotterlexicon
2016-03-15,20,harrypotterlexicon
2016-03-16,0,harrypotterlexicon
2016-03-17,0,harrypotterlexicon
2016-03-18,22,harrypotterlexicon
2016-03-19,0,harrypotterlexicon
2016-03-20,0,harrypotterlexicon
2016-03-21,42,harrypotterlexicon
2016-03-22,0,harrypotterlexicon
2016-03-23,0,harrypotterlexicon
2016-03-24,0,harrypotterlexicon
2016-03-25,0,harrypotterlexicon
2016-03-26,0,harrypotterlexicon
2016-03-27,0,harrypotterlexicon
2016-03-28,34,harrypotterlexicon
2016-03-29,0,harrypotterlexicon
2016-03-30,0,harrypotterlexicon
2016-03-31,0,harrypotterlexicon
2016-04-01,0,harrypotterlexicon
2016-04-02,0,harrypotterlexicon
2016-04-03,21,harrypotterlexicon
2016-04-04,37,harrypotterlexicon
2016-04-05,20,harrypotterlexicon
2016-04-06,0,harrypotterlexicon
2016-04-07,0,harrypotterlexicon
2016-04-08,0,harrypotterlexicon
2016-04-09,0,harrypotterlexicon
2016-04-10,0,harrypotterlexicon
2016-04-11,0,harrypotterlexicon
2016-04-12,0,harrypotterlexicon
2016-04-13,17,harrypotterlexicon
2016-04-14,0,harrypotterlexicon
2016-04-15,0,harrypotterlexicon
2016-04-16,0,harrypotterlexicon
2016-04-17,0,harrypotterlexicon
2016-04-18,0,harrypotterlexicon
2016-04-19,0,harrypotterlexicon
2016-04-20,0,harrypotterlexicon
2016-04-21,51,harrypotterlexicon
2016-04-22,0,harrypotterlexicon
2016-04-23,0,harrypotterlexicon
2016-04-24,0,harrypotterlexicon
2016-04-25,0,harrypotterlexicon
2016-04-26,0,harrypotterlexicon
2016-04-27,18,harrypotterlexicon
2016-04-28,28,harrypotterlexicon
2016-04-29,0,harrypotterlexicon
2016-04-30,0,harrypotterlexicon
2016-05-01,53,harrypotterlexicon
2016-05-02,0,harrypotterlexicon
2016-05-03,33,harrypotterlexicon
2016-05-04,18,harrypotterlexicon
2016-05-05,0,harrypotterlexicon
2016-05-06,23,harrypotterlexicon
2016-05-07,0,harrypotterlexicon
2016-05-08,36,harrypotterlexicon
2016-05-09,0,harrypotterlexicon
2016-05-10,0,harrypotterlexicon
2016-05-11,0,harrypotterlexicon
2016-05-12,0,harrypotterlexicon
2016-05-13,0,harrypotterlexicon
2016-05-14,50,harrypotterlexicon
2016-05-15,0,harrypotterlexicon
2016-05-16,43,harrypotterlexicon
2016-05-17,54,harrypotterlexicon
2016-05-18,0,harrypotterlexicon
2016-05-19,0,harrypotterlexicon
2016-05-20,29,harrypotterlexicon
2016-05-21,0,harrypotterlexicon
2016-05-22,0,harrypotterlexicon
2016-05-23,0,harrypotterlexicon
2016-05-24,0,harrypotterlexicon
2016-05-25,0,harrypotterlexicon
2016-05-26,0,harrypotterlexicon
2016-05-27,0,harrypotterlexicon
2016-05-28,0,harrypotterlexicon
2016-05-29,0,harrypotterlexicon
2016-05-30,0,harrypotterlexicon
2016-05-31,25,harrypotterlexicon
2016-06-01,0,harrypotterlexicon
2016-06-02,0,harrypotterlexicon
2016-06-03,0,harrypotterlexicon
2016-06-04,21,harrypotterlexicon
2016-06-05,0,harrypotterlexicon
2016-06-06,0,harrypotterlexicon
2016-06-07,0,harrypotterlexicon
2016-06-08,36,harrypotterlexicon
2016-06-09,0,harrypotterlexicon
2016-06-10,0,harrypotterlexicon
2016-06-11,0,harrypotterlexicon
2016-06-12,0,harrypotterlexicon
2016-06-13,0,harrypotterlexicon
2016-06-14,0,harrypotterlexicon
2016-06-15,0,harrypotterlexicon
2016-06-16,20,harrypotterlexicon
2016-06-17,20,harrypotterlexicon
2016-06-18,0,harrypotterlexicon
2016-06-19,0,harrypotterlexicon
2016-06-20,0,harrypotterlexicon
2016-06-21,0,harrypotterlexicon
2016-06-22,0,harrypotterlexicon
2016-06-23,75,harrypotterlexicon
2016-06-24,0,harrypotterlexicon
2016-06-25,0,harrypotterlexicon
2016-06-26,0,harrypotterlexicon
2016-06-27,0,harrypotterlexicon
2016-06-28,24,harrypotterlexicon
2016-06-29,0,harrypotterlexicon
2016-06-30,25,harrypotterlexicon
2016-07-01,0,harrypotterlexicon
2016-07-02,0,harrypotterlexicon
2016-07-03,0,harrypotterlexicon
2016-07-04,0,harrypotterlexicon
2016-07-05,0,harrypotterlexicon
2016-07-06,0,harrypotterlexicon
2016-07-07,0,harrypotterlexicon
2016-07-08,0,harrypotterlexicon
2016-07-09,0,harrypotterlexicon
2016-07-10,0,harrypotterlexicon
2016-07-11,0,harrypotterlexicon
2016-07-12,0,harrypotterlexicon
2016-07-13,0,harrypotterlexicon
2016-07-14,0,harrypotterlexicon
2016-07-15,0,harrypotterlexicon
2016-07-16,0,harrypotterlexicon
2016-07-17,39,harrypotterlexicon
2016-07-18,22,harrypotterlexicon
2016-07-19,0,harrypotterlexicon
2016-07-20,0,harrypotterlexicon
2016-07-21,68,harrypotterlexicon
2016-07-22,0,harrypotterlexicon
2016-07-23,39,harrypotterlexicon
2016-07-24,38,harrypotterlexicon
2016-07-25,0,harrypotterlexicon
2016-07-26,0,harrypotterlexicon
2016-07-27,0,harrypotterlexicon
2016-07-28,0,harrypotterlexicon
2016-07-29,0,harrypotterlexicon
2016-07-30,0,harrypotterlexicon
2016-07-31,33,harrypotterlexicon
2016-08-01,23,harrypotterlexicon
2016-08-02,100,harrypotterlexicon
2016-08-03,0,harrypotterlexicon
2016-08-04,0,harrypotterlexicon
2016-08-05,0,harrypotterlexicon
2016-08-06,0,harrypotterlexicon
2016-08-07,0,harrypotterlexicon
2016-08-08,0,harrypotterlexicon
2016-08-09,39,harrypotterlexicon
2016-08-10,0,harrypotterlexicon
2016-08-11,0,harrypotterlexicon
2016-08-12,0,harrypotterlexicon
2016-08-13,0,harrypotterlexicon
2016-08-14,0,harrypotterlexicon
2016-08-15,35,harrypotterlexicon
2016-08-16,0,harrypotterlexicon
2016-08-17,0,harrypotterlexicon
2016-08-18,0,harrypotterlexicon
2016-08-19,0,harrypotterlexicon
2016-08-20,0,harrypotterlexicon
2016-08-21,54,harrypotterlexicon
2016-08-22,37,harrypotterlexicon
2016-08-23,0,harrypotterlexicon
2016-08-24,0,harrypotterlexicon
2016-08-25,20,harrypotterlexicon
2016-08-26,0,harrypotterlexicon
2016-08-27,0,harrypotterlexicon
2016-08-28,0,harrypotterlexicon
2016-08-29,0,harrypotterlexicon
2016-08-30,0,harrypotterlexicon
2016-08-31,22,harrypotterlexicon
2016-09-01,0,harrypotterlexicon
2016-09-02,0,harrypotterlexicon
2016-09-03,0,harrypotterlexicon
2016-09-04,0,harrypotterlexicon
2016-09-05,0,harrypotterlexicon
2016-09-06,0,harrypotterlexicon
2016-09-07,0,harrypotterlexicon
2016-09-08,33,harrypotterlexicon
2016-09-09,0,harrypotterlexicon
2016-09-10,23,harrypotterlexicon
2016-09-11,85,harrypotterlexicon
2016-09-12,31,harrypotterlexicon
2016-09-13,0,harrypotterlexicon
2016-09-14,0,harrypotterlexicon
2016-09-15,0,harrypotterlexicon
2016-09-16,44,harrypotterlexicon
2016-09-17,0,harrypotterlexicon
2016-09-18,35,harrypotterlexicon
2016-09-19,0,harrypotterlexicon
2016-09-20,33,harrypotterlexicon
2016-09-21,0,harrypotterlexicon
2016-09-22,0,harrypotterlexicon
2016-09-23,0,harrypotterlexicon
2016-09-24,0,harrypotterlexicon
2016-09-25,0,harrypotterlexicon
2016-09-26,0,harrypotterlexicon
2016-09-27,0,harrypotterlexicon
2016-09-28,0,harrypotterlexicon
2016-09-29,25,harrypotterlexicon
2016-09-30,0,harrypotterlexicon
2016-10-01,57,harrypotterlexicon
2016-10-02,0,harrypotterlexicon
2016-10-03,26,harrypotterlexicon
2016-10-04,0,harrypotterlexicon
2016-10-05,0,harrypotterlexicon
2016-10-06,0,harrypotterlexicon
2016-10-07,0,harrypotterlexicon
2016-10-08,0,harrypotterlexicon
2016-10-09,0,harrypotterlexicon
2016-10-10,0,harrypotterlexicon
2016-10-11,0,harrypotterlexicon
2016-10-12,0,harrypotterlexicon
2016-10-13,0,harrypotterlexicon
2016-10-14,0,harrypotterlexicon
2016-10-15,0,harrypotterlexicon
2016-10-16,0,harrypotterlexicon
2016-10-17,23,harrypotterlexicon
2016-10-18,0,harrypotterlexicon
2016-10-19,22,harrypotterlexicon
2016-10-20,0,harrypotterlexicon
2016-10-21,0,harrypotterlexicon
2016-10-22,0,harrypotterlexicon
2016-10-23,0,harrypotterlexicon
2016-10-24,0,harrypotterlexicon
2016-10-25,0,harrypotterlexicon
2016-10-26,0,harrypotterlexicon
2016-10-27,0,harrypotterlexicon
2016-10-28,0,harrypotterlexicon
2016-10-29,0,harrypotterlexicon
2016-10-30,0,harrypotterlexicon
2016-10-31,22,harrypotterlexicon
2016-11-01,0,harrypotterlexicon
2016-11-02,0,harrypotterlexicon
2016-11-03,0,harrypotterlexicon
2016-11-04,0,harrypotterlexicon
2016-11-05,0,harrypotterlexicon
2016-11-06,0,harrypotterlexicon
2016-11-07,0,harrypotterlexicon
2016-11-08,0,harrypotterlexicon
2016-11-09,0,harrypotterlexicon
2016-11-10,0,harrypotterlexicon
2016-11-11,0,harrypotterlexicon
2016-11-12,23,harrypotterlexicon
2016-11-13,0,harrypotterlexicon
2016-11-14,37,harrypotterlexicon
2016-11-15,0,harrypotterlexicon
2016-11-16,22,harrypotterlexicon
2016-11-17,22,harrypotterlexicon
2016-11-18,0,harrypotterlexicon
2016-11-19,39,harrypotterlexicon
2016-11-20,0,harrypotterlexicon
2016-11-21,0,harrypotterlexicon
2016-11-22,0,harrypotterlexicon
2016-11-23,0,harrypotterlexicon
2016-11-24,23,harrypotterlexicon
2016-11-25,0,harrypotterlexicon
2016-11-26,0,harrypotterlexicon
2016-11-27,33,harrypotterlexicon
2016-11-28,0,harrypotterlexicon
2016-11-29,0,harrypotterlexicon
2016-11-30,51,harrypotterlexicon
2016-12-01,0,harrypotterlexicon
2016-12-02,52,harrypotterlexicon
2016-12-03,0,harrypotterlexicon
2016-12-04,24,harrypotterlexicon
2016-12-05,0,harrypotterlexicon
2016-12-06,0,harrypotterlexicon
2016-12-07,0,harrypotterlexicon
2016-12-08,0,harrypotterlexicon
2016-12-09,0,harrypotterlexicon
2016-12-10,0,harrypotterlexicon
2016-12-11,0,harrypotterlexicon
2016-12-12,0,harrypotterlexicon
2016-12-13,38,harrypotterlexicon
2016-12-14,0,harrypotterlexicon
2016-12-15,0,harrypotterlexicon
2016-12-16,0,harrypotterlexicon
2016-12-17,0,harrypotterlexicon
2016-12-18,0,harrypotterlexicon
2016-12-19,0,harrypotterlexicon
2016-12-20,23,harrypotterlexicon
2016-12-21,25,harrypotterlexicon
2016-12-22,0,harrypotterlexicon
2016-12-23,29,harrypotterlexicon
2016-12-24,35,harrypotterlexicon
2016-12-25,0,harrypotterlexicon
2016-12-26,0,harrypotterlexicon
2016-12-27,53,harrypotterlexicon
2016-12-28,0,harrypotterlexicon
2016-12-29,0,harrypotterlexicon
2016-12-30,0,harrypotterlexicon
2016-12-31,0,harrypotterlexicon
2017-01-01,0,harrypotterlexicon
2017-01-02,0,harrypotterlexicon
2017-01-03,23,harrypotterlexicon
2017-01-04,0,harrypotterlexicon
2017-01-05,0,harrypotterlexicon
2017-01-06,0,harrypotterlexicon
2017-01-07,0,harrypotterlexicon
2017-01-08,0,harrypotterlexicon
2017-01-09,0,harrypotterlexicon
2017-01-10,45,harrypotterlexicon
2017-01-11,23,harrypotterlexicon
2017-01-12,0,harrypotterlexicon
2017-01-13,0,harrypotterlexicon
2017-01-14,0,harrypotterlexicon
2017-01-15,0,harrypotterlexicon
2017-01-16,0,harrypotterlexicon
2017-01-17,0,harrypotterlexicon
2017-01-18,22,harrypotterlexicon
2017-01-19,0,harrypotterlexicon
2017-01-20,0,harrypotterlexicon
2017-01-21,0,harrypotterlexicon
2017-01-22,0,harrypotterlexicon
2017-01-23,0,harrypotterlexicon
2017-01-24,0,harrypotterlexicon
2017-01-25,0,harrypotterlexicon
2017-01-26,0,harrypotterlexicon
2017-01-27,39,harrypotterlexicon
2017-01-28,100,harrypotterlexicon
2017-01-29,24,harrypotterlexicon
2017-01-30,0,harrypotterlexicon
2017-01-31,0,harrypotterlexicon
2017-02-01,48,harrypotterlexicon
2017-02-02,0,harrypotterlexicon
2017-02-03,0,harrypotterlexicon
2017-02-04,0,harrypotterlexicon
2017-02-05,0,harrypotterlexicon
2017-02-06,0,harrypotterlexicon
2017-02-07,0,harrypotterlexicon
2017-02-08,0,harrypotterlexicon
2017-02-09,0,harrypotterlexicon
2017-02-10,0,harrypotterlexicon
2017-02-11,0,harrypotterlexicon
2017-02-12,35,harrypotterlexicon
2017-02-13,0,harrypotterlexicon
2017-02-14,22,harrypotterlexicon
2017-02-15,0,harrypotterlexicon
2017-02-16,0,harrypotterlexicon
2017-02-17,0,harrypotterlexicon
2017-02-18,50,harrypotterlexicon
2017-02-19,31,harrypotterlexicon
2017-02-20,0,harrypotterlexicon
2017-02-21,0,harrypotterlexicon
2017-02-22,0,harrypotterlexicon
2017-02-23,0,harrypotterlexicon
2017-02-24,0,harrypotterlexicon
2017-02-25,0,harrypotterlexicon
2017-02-26,0,harrypotterlexicon
2017-02-27,0,harrypotterlexicon
2017-02-28,0,harrypotterlexicon
2017-03-01,52,harrypotterlexicon
2017-03-02,0,harrypotterlexicon
2017-03-03,0,harrypotterlexicon
2017-03-04,0,harrypotterlexicon
2017-03-05,27,harrypotterlexicon
2017-03-06,0,harrypotterlexicon
2017-03-07,0,harrypotterlexicon
2017-03-08,0,harrypotterlexicon
2017-03-09,25,harrypotterlexicon
2017-03-10,0,harrypotterlexicon
2017-03-11,56,harrypotterlexicon
2017-03-12,22,harrypotterlexicon
2017-03-13,22,harrypotterlexicon
2017-03-14,36,harrypotterlexicon
2017-03-15,0,harrypotterlexicon
2017-03-16,24,harrypotterlexicon
2017-03-17,38,harrypotterlexicon
2017-03-18,0,harrypotterlexicon
2017-03-19,0,harrypotterlexicon
2017-03-20,0,harrypotterlexicon
2017-03-21,0,harrypotterlexicon
2017-03-22,0,harrypotterlexicon
2017-03-23,87,harrypotterlexicon
2017-03-24,0,harrypotterlexicon
2017-03-25,0,harrypotterlexicon
2017-03-26,0,harrypotterlexicon
2017-03-27,0,harrypotterlexicon
2017-03-28,0,harrypotterlexicon
2017-03-29,0,harrypotterlexicon
2017-03-30,0,harrypotterlexicon
2017-03-31,0,harrypotterlexicon
2017-04-01,0,harrypotterlexicon
2017-04-02,40,harrypotterlexicon
2017-04-03,25,harrypotterlexicon
2017-04-04,0,harrypotterlexicon
2017-04-05,24,harrypotterlexicon
2017-04-06,0,harrypotterlexicon
2017-04-07,45,harrypotterlexicon
2017-04-08,0,harrypotterlexicon
2017-04-09,0,harrypotterlexicon
2017-04-10,0,harrypotterlexicon
2017-04-11,0,harrypotterlexicon
2017-04-12,24,harrypotterlexicon
2017-04-13,0,harrypotterlexicon
2017-04-14,0,harrypotterlexicon
2017-04-15,0,harrypotterlexicon
2017-04-16,0,harrypotterlexicon
2017-04-17,45,harrypotterlexicon
2017-04-18,25,harrypotterlexicon
2017-04-19,0,harrypotterlexicon
2017-04-20,27,harrypotterlexicon
2017-04-21,0,harrypotterlexicon
2017-04-22,0,harrypotterlexicon
2017-04-23,0,harrypotterlexicon
2017-04-24,0,harrypotterlexicon
2017-04-25,0,harrypotterlexicon
2017-04-26,0,harrypotterlexicon
2017-04-27,0,harrypotterlexicon
2017-04-28,56,harrypotterlexicon
2017-04-29,0,harrypotterlexicon
2017-04-30,0,harrypotterlexicon
2017-05-01,44,harrypotterlexicon
2017-05-02,0,harrypotterlexicon
2017-05-03,0,harrypotterlexicon
2017-05-04,0,harrypotterlexicon
2017-05-05,0,harrypotterlexicon
2017-05-06,0,harrypotterlexicon
2017-05-07,0,harrypotterlexicon
2017-05-08,0,harrypotterlexicon
2017-05-09,0,harrypotterlexicon
2017-05-10,0,harrypotterlexicon
2017-05-11,34,harrypotterlexicon
2017-05-12,0,harrypotterlexicon
2017-05-13,56,harrypotterlexicon
2017-05-14,0,harrypotterlexicon
2017-05-15,0,harrypotterlexicon
2017-05-16,0,harrypotterlexicon
2017-05-17,0,harrypotterlexicon
2017-05-18,0,harrypotterlexicon
2017-05-19,0,harrypotterlexicon
2017-05-20,0,harrypotterlexicon
2017-05-21,0,harrypotterlexicon
2017-05-22,0,harrypotterlexicon
2017-05-23,0,harrypotterlexicon
2017-05-24,0,harrypotterlexicon
2017-05-25,0,harrypotterlexicon
2017-05-26,0,harrypotterlexicon
2017-05-27,0,harrypotterlexicon
2017-05-28,0,harrypotterlexicon
2017-05-29,0,harrypotterlexicon
2017-05-30,0,harrypotterlexicon
2017-05-31,35,harrypotterlexicon
2017-06-01,66,harrypotterlexicon
2017-06-02,0,harrypotterlexicon
2017-06-03,0,harrypotterlexicon
2017-06-04,0,harrypotterlexicon
2017-06-05,39,harrypotterlexicon
2017-06-06,0,harrypotterlexicon
2017-06-07,31,harrypotterlexicon
2017-06-08,0,harrypotterlexicon
2017-06-09,0,harrypotterlexicon
2017-06-10,76,harrypotterlexicon
2017-06-11,0,harrypotterlexicon
2017-06-12,0,harrypotterlexicon
2017-06-13,0,harrypotterlexicon
2017-06-14,0,harrypotterlexicon
2017-06-15,0,harrypotterlexicon
2017-06-16,0,harrypotterlexicon
2017-06-17,0,harrypotterlexicon
2017-06-18,0,harrypotterlexicon
2017-06-19,0,harrypotterlexicon
2017-06-20,0,harrypotterlexicon
2017-06-21,0,harrypotterlexicon
2017-06-22,34,harrypotterlexicon
2017-06-23,36,harrypotterlexicon
2017-06-24,43,harrypotterlexicon
2017-06-25,0,harrypotterlexicon
2017-06-26,54,harrypotterlexicon
2017-06-27,35,harrypotterlexicon
2017-06-28,0,harrypotterlexicon
2017-06-29,0,harrypotterlexicon
2017-06-30,56,harrypotterlexicon
2017-07-01,37,harrypotterlexicon
2017-07-02,0,harrypotterlexicon
2017-07-03,0,harrypotterlexicon
2017-07-04,59,harrypotterlexicon
2017-07-05,0,harrypotterlexicon
2017-07-06,0,harrypotterlexicon
2017-07-07,0,harrypotterlexicon
2017-07-08,39,harrypotterlexicon
2017-07-09,92,harrypotterlexicon
2017-07-10,0,harrypotterlexicon
2017-07-11,26,harrypotterlexicon
2017-07-12,0,harrypotterlexicon
2017-07-13,0,harrypotterlexicon
2017-07-14,0,harrypotterlexicon
2017-07-15,0,harrypotterlexicon
2017-07-16,0,harrypotterlexicon
2017-07-17,0,harrypotterlexicon
2017-07-18,0,harrypotterlexicon
2017-07-19,0,harrypotterlexicon
2017-07-20,0,harrypotterlexicon
2017-07-21,0,harrypotterlexicon
2017-07-22,94,harrypotterlexicon
2017-07-23,0,harrypotterlexicon
2017-07-24,0,harrypotterlexicon
2017-07-25,0,harrypotterlexicon
2017-07-26,0,harrypotterlexicon
2017-07-27,20,harrypotterlexicon
2017-07-28,0,harrypotterlexicon
2017-07-29,0,harrypotterlexicon
2017-07-30,0,harrypotterlexicon
2017-07-31,0,harrypotterlexicon
2017-08-01,0,harrypotterlexicon
2017-08-02,0,harrypotterlexicon
2017-08-03,0,harrypotterlexicon
2017-08-04,0,harrypotterlexicon
2017-08-05,66,harrypotterlexicon
2017-08-06,0,harrypotterlexicon
2017-08-07,0,harrypotterlexicon
2017-08-08,0,harrypotterlexicon
2017-08-09,0,harrypotterlexicon
2017-08-10,42,harrypotterlexicon
2017-08-11,0,harrypotterlexicon
2017-08-12,0,harrypotterlexicon
2017-08-13,40,harrypotterlexicon
2017-08-14,0,harrypotterlexicon
2017-08-15,0,harrypotterlexicon
2017-08-16,0,harrypotterlexicon
2017-08-17,37,harrypotterlexicon
2017-08-18,25,harrypotterlexicon
2017-08-19,0,harrypotterlexicon
2017-08-20,34,harrypotterlexicon
2017-08-21,0,harrypotterlexicon
2017-08-22,0,harrypotterlexicon
2017-08-23,0,harrypotterlexicon
2017-08-24,38,harrypotterlexicon
2017-08-25,28,harrypotterlexicon
2017-08-26,0,harrypotterlexicon
2017-08-27,0,harrypotterlexicon
2017-08-28,0,harrypotterlexicon
2017-08-29,27,harrypotterlexicon
2017-08-30,0,harrypotterlexicon
2017-08-31,45,harrypotterlexicon
2017-09-01,0,harrypotterlexicon
2017-09-02,0,harrypotterlexicon
2017-09-03,0,harrypotterlexicon
2017-09-04,0,harrypotterlexicon
2017-09-05,0,harrypotterlexicon
2017-09-06,0,harrypotterlexicon
2017-09-07,0,harrypotterlexicon
2017-09-08,28,harrypotterlexicon
2017-09-09,0,harrypotterlexicon
2017-09-10,0,harrypotterlexicon
2017-09-11,0,harrypotterlexicon
2017-09-12,35,harrypotterlexicon
2017-09-13,0,harrypotterlexicon
2017-09-14,19,harrypotterlexicon
2017-09-15,0,harrypotterlexicon
2017-09-16,100,harrypotterlexicon
2017-09-17,26,harrypotterlexicon
2017-09-18,0,harrypotterlexicon
2017-09-19,0,harrypotterlexicon
2017-09-20,0,harrypotterlexicon
2017-09-21,20,harrypotterlexicon
2017-09-22,23,harrypotterlexicon
2017-09-23,0,harrypotterlexicon
2017-09-24,59,harrypotterlexicon
2017-09-25,0,harrypotterlexicon
2017-09-26,0,harrypotterlexicon
2017-09-27,0,harrypotterlexicon
2017-09-28,0,harrypotterlexicon
2017-09-29,0,harrypotterlexicon
2017-09-30,0,harrypotterlexicon
2017-10-01,0,harrypotterlexicon
2017-10-02,32,harrypotterlexicon
2017-10-03,0,harrypotterlexicon
2017-10-04,0,harrypotterlexicon
2017-10-05,0,harrypotterlexicon
2017-10-06,0,harrypotterlexicon
2017-10-07,0,harrypotterlexicon
2017-10-08,0,harrypotterlexicon
2017-10-09,0,harrypotterlexicon
2017-10-10,62,harrypotterlexicon
2017-10-11,35,harrypotterlexicon
2017-10-12,0,harrypotterlexicon
2017-10-13,0,harrypotterlexicon
2017-10-14,0,harrypotterlexicon
2017-10-15,43,harrypotterlexicon
2017-10-16,0,harrypotterlexicon
2017-10-17,0,harrypotterlexicon
2017-10-18,0,harrypotterlexicon
2017-10-19,0,harrypotterlexicon
2017-10-20,0,harrypotterlexicon
2017-10-21,72,harrypotterlexicon
2017-10-22,0,harrypotterlexicon
2017-10-23,0,harrypotterlexicon
2017-10-24,0,harrypotterlexicon
2017-10-25,27,harrypotterlexicon
2017-10-26,0,harrypotterlexicon
2017-10-27,0,harrypotterlexicon
2017-10-28,0,harrypotterlexicon
2017-10-29,0,harrypotterlexicon
2017-10-30,0,harrypotterlexicon
2017-10-31,0,harrypotterlexicon
2017-11-01,32,harrypotterlexicon
2017-11-02,72,harrypotterlexicon
2017-11-03,0,harrypotterlexicon
2017-11-04,0,harrypotterlexicon
2017-11-05,0,harrypotterlexicon
2017-11-06,0,harrypotterlexicon
2017-11-07,32,harrypotterlexicon
2017-11-08,0,harrypotterlexicon
2017-11-09,0,harrypotterlexicon
2017-11-10,0,harrypotterlexicon
2017-11-11,0,harrypotterlexicon
2017-11-12,0,harrypotterlexicon
2017-11-13,0,harrypotterlexicon
2017-11-14,0,harrypotterlexicon
2017-11-15,0,harrypotterlexicon
2017-11-16,0,harrypotterlexicon
2017-11-17,0,harrypotterlexicon
2017-11-18,0,harrypotterlexicon
2017-11-19,55,harrypotterlexicon
2017-11-20,0,harrypotterlexicon
2017-11-21,0,harrypotterlexicon
2017-11-22,21,harrypotterlexicon
2017-11-23,39,harrypotterlexicon
2017-11-24,30,harrypotterlexicon
2017-11-25,0,harrypotterlexicon
2017-11-26,0,harrypotterlexicon
2017-11-27,0,harrypotterlexicon
2017-11-28,66,harrypotterlexicon
2017-11-29,0,harrypotterlexicon
2017-11-30,0,harrypotterlexicon
2017-12-01,0,harrypotterlexicon
2017-12-02,0,harrypotterlexicon
2017-12-03,0,harrypotterlexicon
2017-12-04,0,harrypotterlexicon
2017-12-05,28,harrypotterlexicon
2017-12-06,19,harrypotterlexicon
2017-12-07,50,harrypotterlexicon
2017-12-08,0,harrypotterlexicon
2017-12-09,0,harrypotterlexicon
2017-12-10,0,harrypotterlexicon
2017-12-11,0,harrypotterlexicon
2017-12-12,83,harrypotterlexicon
2017-12-13,0,harrypotterlexicon
2017-12-14,0,harrypotterlexicon
2017-12-15,0,harrypotterlexicon
2017-12-16,0,harrypotterlexicon
2017-12-17,0,harrypotterlexicon
2017-12-18,0,harrypotterlexicon
2017-12-19,0,harrypotterlexicon
2017-12-20,36,harrypotterlexicon
2017-12-21,0,harrypotterlexicon
2017-12-22,0,harrypotterlexicon
2017-12-23,36,harrypotterlexicon
2017-12-24,0,harrypotterlexicon
2017-12-25,29,harrypotterlexicon
2017-12-26,0,harrypotterlexicon
2017-12-27,0,harrypotterlexicon
2017-12-28,0,harrypotterlexicon
2017-12-29,0,harrypotterlexicon
2017-12-30,0,harrypotterlexicon
2017-12-31,84,harrypotterlexicon
2018-01-01,0,harrypotterlexicon
2018-01-02,42,harrypotterlexicon
2018-01-03,30,harrypotterlexicon
2018-01-04,0,harrypotterlexicon
2018-01-05,0,harrypotterlexicon
2018-01-06,0,harrypotterlexicon
2018-01-07,0,harrypotterlexicon
2018-01-08,0,harrypotterlexicon
2018-01-09,0,harrypotterlexicon
2018-01-10,0,harrypotterlexicon
2018-01-11,26,harrypotterlexicon
2018-01-12,0,harrypotterlexicon
2018-01-13,46,harrypotterlexicon
2018-01-14,0,harrypotterlexicon
2018-01-15,0,harrypotterlexicon
2018-01-16,0,harrypotterlexicon
2018-01-17,0,harrypotterlexicon
2018-01-18,46,harrypotterlexicon
2018-01-19,0,harrypotterlexicon
2018-01-20,0,harrypotterlexicon
2018-01-21,0,harrypotterlexicon
2018-01-22,0,harrypotterlexicon
2018-01-23,46,harrypotterlexicon
2018-01-24,0,harrypotterlexicon
2018-01-25,0,harrypotterlexicon
2018-01-26,39,harrypotterlexicon
2018-01-27,0,harrypotterlexicon
2018-01-28,0,harrypotterlexicon
2018-01-29,0,harrypotterlexicon
2018-01-30,0,harrypotterlexicon
2018-01-31,58,harrypotterlexicon
2018-02-01,58,harrypotterlexicon
2018-02-02,0,harrypotterlexicon
2018-02-03,46,harrypotterlexicon
2018-02-04,0,harrypotterlexicon
2018-02-05,0,harrypotterlexicon
2018-02-06,0,harrypotterlexicon
2018-02-07,0,harrypotterlexicon
2018-02-08,0,harrypotterlexicon
2018-02-09,0,harrypotterlexicon
2018-02-10,48,harrypotterlexicon
2018-02-11,31,harrypotterlexicon
2018-02-12,36,harrypotterlexicon
2018-02-13,26,harrypotterlexicon
2018-02-14,0,harrypotterlexicon
2018-02-15,40,harrypotterlexicon
2018-02-16,0,harrypotterlexicon
2018-02-17,0,harrypotterlexicon
2018-02-18,36,harrypotterlexicon
2018-02-19,0,harrypotterlexicon
2018-02-20,0,harrypotterlexicon
2018-02-21,0,harrypotterlexicon
2018-02-22,0,harrypotterlexicon
2018-02-23,45,harrypotterlexicon
2018-02-24,0,harrypotterlexicon
2018-02-25,0,harrypotterlexicon
2018-02-26,0,harrypotterlexicon
2018-02-27,30,harrypotterlexicon
2018-02-28,0,harrypotterlexicon
2018-03-01,0,harrypotterlexicon
2018-03-02,81,harrypotterlexicon
2018-03-03,0,harrypotterlexicon
2018-03-04,0,harrypotterlexicon
2018-03-05,0,harrypotterlexicon
2018-03-06,0,harrypotterlexicon
2018-03-07,0,harrypotterlexicon
2018-03-08,0,harrypotterlexicon
2018-03-09,0,harrypotterlexicon
2018-03-10,0,harrypotterlexicon
2018-03-11,0,harrypotterlexicon
2018-03-12,0,harrypotterlexicon
2018-03-13,0,harrypotterlexicon
2018-03-14,0,harrypotterlexicon
2018-03-15,0,harrypotterlexicon
2018-03-16,0,harrypotterlexicon
2018-03-17,0,harrypotterlexicon
