date,searches,source
2017-04-18,0,hogwartsishere
2017-04-19,29,hogwartsishere
2017-04-20,0,hogwartsishere
2017-04-21,0,hogwartsishere
2017-04-22,0,hogwartsishere
2017-04-23,0,hogwartsishere
2017-04-24,0,hogwartsishere
2017-04-25,0,hogwartsishere
2017-04-26,0,hogwartsishere
2017-04-27,0,hogwartsishere
2017-04-28,22,hogwartsishere
2017-04-29,49,hogwartsishere
2017-04-30,0,hogwartsishere
2017-05-01,0,hogwartsishere
2017-05-02,0,hogwartsishere
2017-05-03,0,hogwartsishere
2017-05-04,0,hogwartsishere
2017-05-05,0,hogwartsishere
2017-05-06,67,hogwartsishere
2017-05-07,0,hogwartsishere
2017-05-08,0,hogwartsishere
2017-05-09,0,hogwartsishere
2017-05-10,0,hogwartsishere
2017-05-11,26,hogwartsishere
2017-05-12,30,hogwartsishere
2017-05-13,0,hogwartsishere
2017-05-14,0,hogwartsishere
2017-05-15,0,hogwartsishere
2017-05-16,34,hogwartsishere
2017-05-17,0,hogwartsishere
2017-05-18,0,hogwartsishere
2017-05-19,0,hogwartsishere
2017-05-20,0,hogwartsishere
2017-05-21,28,hogwartsishere
2017-05-22,0,hogwartsishere
2017-05-23,0,hogwartsishere
2017-05-24,0,hogwartsishere
2017-05-25,43,hogwartsishere
2017-05-26,0,hogwartsishere
2017-05-27,0,hogwartsishere
2017-05-28,0,hogwartsishere
2017-05-29,25,hogwartsishere
2017-05-30,22,hogwartsishere
2017-05-31,0,hogwartsishere
2017-06-01,0,hogwartsishere
2017-06-02,0,hogwartsishere
2017-06-03,0,hogwartsishere
2017-06-04,0,hogwartsishere
2017-06-05,0,hogwartsishere
2017-06-06,23,hogwartsishere
2017-06-07,48,hogwartsishere
2017-06-08,58,hogwartsishere
2017-06-09,0,hogwartsishere
2017-06-10,0,hogwartsishere
2017-06-11,0,hogwartsishere
2017-06-12,0,hogwartsishere
2017-06-13,23,hogwartsishere
2017-06-14,27,hogwartsishere
2017-06-15,0,hogwartsishere
2017-06-16,0,hogwartsishere
2017-06-17,0,hogwartsishere
2017-06-18,0,hogwartsishere
2017-06-19,0,hogwartsishere
2017-06-20,0,hogwartsishere
2017-06-21,0,hogwartsishere
2017-06-22,0,hogwartsishere
2017-06-23,0,hogwartsishere
2017-06-24,0,hogwartsishere
2017-06-25,0,hogwartsishere
2017-06-26,0,hogwartsishere
2017-06-27,0,hogwartsishere
2017-06-28,39,hogwartsishere
2017-06-29,0,hogwartsishere
2017-06-30,0,hogwartsishere
2017-07-01,0,hogwartsishere
2017-07-02,0,hogwartsishere
2017-07-03,20,hogwartsishere
2017-07-04,0,hogwartsishere
2017-07-05,0,hogwartsishere
2017-07-06,57,hogwartsishere
2017-07-07,28,hogwartsishere
2017-07-08,0,hogwartsishere
2017-07-09,0,hogwartsishere
2017-07-10,0,hogwartsishere
2017-07-11,0,hogwartsishere
2017-07-12,0,hogwartsishere
2017-07-13,0,hogwartsishere
2017-07-14,0,hogwartsishere
2017-07-15,0,hogwartsishere
2017-07-16,0,hogwartsishere
2017-07-17,0,hogwartsishere
2017-07-18,0,hogwartsishere
2017-07-19,0,hogwartsishere
2017-07-20,0,hogwartsishere
2017-07-21,0,hogwartsishere
2017-07-22,0,hogwartsishere
2017-07-23,30,hogwartsishere
2017-07-24,33,hogwartsishere
2017-07-25,0,hogwartsishere
2017-07-26,0,hogwartsishere
2017-07-27,16,hogwartsishere
2017-07-28,52,hogwartsishere
2017-07-29,0,hogwartsishere
2017-07-30,0,hogwartsishere
2017-07-31,68,hogwartsishere
2017-08-01,60,hogwartsishere
2017-08-02,0,hogwartsishere
2017-08-03,0,hogwartsishere
2017-08-04,35,hogwartsishere
2017-08-05,31,hogwartsishere
2017-08-06,0,hogwartsishere
2017-08-07,0,hogwartsishere
2017-08-08,17,hogwartsishere
2017-08-09,0,hogwartsishere
2017-08-10,0,hogwartsishere
2017-08-11,0,hogwartsishere
2017-08-12,0,hogwartsishere
2017-08-13,0,hogwartsishere
2017-08-14,0,hogwartsishere
2017-08-15,100,hogwartsishere
2017-08-16,0,hogwartsishere
2017-08-17,0,hogwartsishere
2017-08-18,0,hogwartsishere
2017-08-19,45,hogwartsishere
2017-08-20,22,hogwartsishere
2017-08-21,0,hogwartsishere
2017-08-22,0,hogwartsishere
2017-08-23,0,hogwartsishere
2017-08-24,16,hogwartsishere
2017-08-25,0,hogwartsishere
2017-08-26,0,hogwartsishere
2017-08-27,0,hogwartsishere
2017-08-28,0,hogwartsishere
2017-08-29,66,hogwartsishere
2017-08-30,0,hogwartsishere
2017-08-31,19,hogwartsishere
2017-09-01,16,hogwartsishere
2017-09-02,0,hogwartsishere
2017-09-03,0,hogwartsishere
2017-09-04,30,hogwartsishere
2017-09-05,0,hogwartsishere
2017-09-06,23,hogwartsishere
2017-09-07,0,hogwartsishere
2017-09-08,0,hogwartsishere
2017-09-09,0,hogwartsishere
2017-09-10,96,hogwartsishere
2017-09-11,0,hogwartsishere
2017-09-12,0,hogwartsishere
2017-09-13,0,hogwartsishere
2017-09-14,0,hogwartsishere
2017-09-15,0,hogwartsishere
2017-09-16,0,hogwartsishere
2017-09-17,34,hogwartsishere
2017-09-18,21,hogwartsishere
2017-09-19,21,hogwartsishere
2017-09-20,0,hogwartsishere
2017-09-21,0,hogwartsishere
2017-09-22,0,hogwartsishere
2017-09-23,0,hogwartsishere
2017-09-24,28,hogwartsishere
2017-09-25,0,hogwartsishere
2017-09-26,0,hogwartsishere
2017-09-27,0,hogwartsishere
2017-09-28,24,hogwartsishere
2017-09-29,0,hogwartsishere
2017-09-30,0,hogwartsishere
2017-10-01,0,hogwartsishere
2017-10-02,46,hogwartsishere
2017-10-03,36,hogwartsishere
2017-10-04,0,hogwartsishere
2017-10-05,0,hogwartsishere
2017-10-06,22,hogwartsishere
2017-10-07,0,hogwartsishere
2017-10-08,0,hogwartsishere
2017-10-09,0,hogwartsishere
2017-10-10,0,hogwartsishere
2017-10-11,0,hogwartsishere
2017-10-12,0,hogwartsishere
2017-10-13,0,hogwartsishere
2017-10-14,27,hogwartsishere
2017-10-15,65,hogwartsishere
2017-10-16,0,hogwartsishere
2017-10-17,0,hogwartsishere
2017-10-18,0,hogwartsishere
2017-10-19,18,hogwartsishere
2017-10-20,0,hogwartsishere
2017-10-21,0,hogwartsishere
2017-10-22,0,hogwartsishere
2017-10-23,0,hogwartsishere
2017-10-24,29,hogwartsishere
2017-10-25,16,hogwartsishere
2017-10-26,22,hogwartsishere
2017-10-27,0,hogwartsishere
2017-10-28,0,hogwartsishere
2017-10-29,0,hogwartsishere
2017-10-30,0,hogwartsishere
2017-10-31,0,hogwartsishere
2017-11-01,0,hogwartsishere
2017-11-02,0,hogwartsishere
2017-11-03,32,hogwartsishere
2017-11-04,0,hogwartsishere
2017-11-05,0,hogwartsishere
2017-11-06,0,hogwartsishere
2017-11-07,0,hogwartsishere
2017-11-08,0,hogwartsishere
2017-11-09,0,hogwartsishere
2017-11-10,0,hogwartsishere
2017-11-11,0,hogwartsishere
2017-11-12,34,hogwartsishere
2017-11-13,16,hogwartsishere
2017-11-14,0,hogwartsishere
2017-11-15,0,hogwartsishere
2017-11-16,24,hogwartsishere
2017-11-17,0,hogwartsishere
2017-11-18,0,hogwartsishere
2017-11-19,0,hogwartsishere
2017-11-20,0,hogwartsishere
2017-11-21,0,hogwartsishere
2017-11-22,27,hogwartsishere
2017-11-23,0,hogwartsishere
2017-11-24,52,hogwartsishere
2017-11-25,0,hogwartsishere
2017-11-26,16,hogwartsishere
2017-11-27,40,hogwartsishere
2017-11-28,0,hogwartsishere
2017-11-29,0,hogwartsishere
2017-11-30,51,hogwartsishere
2017-12-01,31,hogwartsishere
2017-12-02,19,hogwartsishere
2017-12-03,18,hogwartsishere
2017-12-04,40,hogwartsishere
2017-12-05,21,hogwartsishere
2017-12-06,0,hogwartsishere
2017-12-07,0,hogwartsishere
2017-12-08,0,hogwartsishere
2017-12-09,0,hogwartsishere
2017-12-10,0,hogwartsishere
2017-12-11,18,hogwartsishere
2017-12-12,20,hogwartsishere
2017-12-13,0,hogwartsishere
2017-12-14,0,hogwartsishere
2017-12-15,0,hogwartsishere
2017-12-16,0,hogwartsishere
2017-12-17,19,hogwartsishere
2017-12-18,0,hogwartsishere
2017-12-19,0,hogwartsishere
2017-12-20,0,hogwartsishere
2017-12-21,0,hogwartsishere
2017-12-22,43,hogwartsishere
2017-12-23,58,hogwartsishere
2017-12-24,0,hogwartsishere
2017-12-25,24,hogwartsishere
2017-12-26,0,hogwartsishere
2017-12-27,0,hogwartsishere
2017-12-28,29,hogwartsishere
2017-12-29,21,hogwartsishere
2017-12-30,0,hogwartsishere
2017-12-31,0,hogwartsishere
2018-01-01,0,hogwartsishere
2018-01-02,21,hogwartsishere
2018-01-03,0,hogwartsishere
2018-01-04,38,hogwartsishere
2018-01-05,48,hogwartsishere
2018-01-06,93,hogwartsishere
2018-01-07,52,hogwartsishere
2018-01-08,37,hogwartsishere
2018-01-09,0,hogwartsishere
2018-01-10,0,hogwartsishere
2018-01-11,0,hogwartsishere
2018-01-12,23,hogwartsishere
2018-01-13,0,hogwartsishere
2018-01-14,0,hogwartsishere
2018-01-15,46,hogwartsishere
2018-01-16,0,hogwartsishere
2018-01-17,0,hogwartsishere
2018-01-18,0,hogwartsishere
2018-01-19,0,hogwartsishere
2018-01-20,0,hogwartsishere
2018-01-21,0,hogwartsishere
2018-01-22,0,hogwartsishere
2018-01-23,0,hogwartsishere
2018-01-24,21,hogwartsishere
2018-01-25,39,hogwartsishere
2018-01-26,0,hogwartsishere
2018-01-27,24,hogwartsishere
2018-01-28,21,hogwartsishere
2018-01-29,0,hogwartsishere
2018-01-30,0,hogwartsishere
2018-01-31,18,hogwartsishere
2018-02-01,0,hogwartsishere
2018-02-02,0,hogwartsishere
2018-02-03,51,hogwartsishere
2018-02-04,21,hogwartsishere
2018-02-05,0,hogwartsishere
2018-02-06,0,hogwartsishere
2018-02-07,0,hogwartsishere
2018-02-08,0,hogwartsishere
2018-02-09,20,hogwartsishere
2018-02-10,0,hogwartsishere
2018-02-11,53,hogwartsishere
2018-02-12,0,hogwartsishere
2018-02-13,0,hogwartsishere
2018-02-14,0,hogwartsishere
2018-02-15,0,hogwartsishere
2018-02-16,0,hogwartsishere
2018-02-17,0,hogwartsishere
2018-02-18,0,hogwartsishere
2018-02-19,71,hogwartsishere
2018-02-20,0,hogwartsishere
2018-02-21,0,hogwartsishere
2018-02-22,0,hogwartsishere
2018-02-23,0,hogwartsishere
2018-02-24,32,hogwartsishere
2018-02-25,0,hogwartsishere
2018-02-26,0,hogwartsishere
2018-02-27,19,hogwartsishere
2018-02-28,0,hogwartsishere
2018-03-01,0,hogwartsishere
2018-03-02,0,hogwartsishere
2018-03-03,0,hogwartsishere
2018-03-04,24,hogwartsishere
2018-03-05,0,hogwartsishere
2018-03-06,18,hogwartsishere
2018-03-07,0,hogwartsishere
2018-03-08,85,hogwartsishere
2018-03-09,33,hogwartsishere
2018-03-10,0,hogwartsishere
2018-03-11,100,hogwartsishere
2018-03-12,0,hogwartsishere
2018-03-13,0,hogwartsishere
2018-03-14,0,hogwartsishere
2018-03-15,0,hogwartsishere
2018-03-16,0,hogwartsishere
2018-03-17,19,hogwartsishere
2018-03-18,0,hogwartsishere
2018-03-19,0,hogwartsishere
2018-03-20,0,hogwartsishere
2018-03-21,34,hogwartsishere
2018-03-22,0,hogwartsishere
2018-03-23,0,hogwartsishere
2018-03-24,23,hogwartsishere
2018-03-25,22,hogwartsishere
2018-03-26,0,hogwartsishere
2018-03-27,0,hogwartsishere
2018-03-28,53,hogwartsishere
2018-03-29,0,hogwartsishere
2018-03-30,41,hogwartsishere
2018-03-31,0,hogwartsishere
2018-04-01,0,hogwartsishere
2018-04-02,23,hogwartsishere
2018-04-03,35,hogwartsishere
2018-04-04,0,hogwartsishere
2018-04-05,40,hogwartsishere
2018-04-06,23,hogwartsishere
2018-04-07,53,hogwartsishere
2018-04-08,0,hogwartsishere
2018-04-09,0,hogwartsishere
2018-04-10,0,hogwartsishere
2018-04-11,0,hogwartsishere
2018-04-12,0,hogwartsishere
2018-04-13,0,hogwartsishere
2018-04-14,0,hogwartsishere
2018-04-15,48,hogwartsishere
2018-04-16,0,hogwartsishere
2018-04-17,19,hogwartsishere
2018-04-18,0,hogwartsishere
2018-04-19,0,hogwartsishere
2018-04-20,0,hogwartsishere
2018-04-21,75,hogwartsishere
2018-04-22,0,hogwartsishere
2018-04-23,51,hogwartsishere
2018-04-24,0,hogwartsishere
2018-04-25,0,hogwartsishere
2018-04-26,0,hogwartsishere
2018-04-27,29,hogwartsishere
2018-04-28,25,hogwartsishere
2018-04-29,0,hogwartsishere
2018-04-30,38,hogwartsishere
2018-05-01,46,hogwartsishere
2018-05-02,0,hogwartsishere
2018-05-03,45,hogwartsishere
2018-05-04,0,hogwartsishere
2018-05-05,57,hogwartsishere
2018-05-06,0,hogwartsishere
2018-05-07,54,hogwartsishere
2018-05-08,35,hogwartsishere
2018-05-09,0,hogwartsishere
2018-05-10,18,hogwartsishere
2018-05-11,29,hogwartsishere
2018-05-12,0,hogwartsishere
2018-05-13,0,hogwartsishere
2018-05-14,42,hogwartsishere
2018-05-15,0,hogwartsishere
2018-05-16,0,hogwartsishere
2018-05-17,0,hogwartsishere
2018-05-18,0,hogwartsishere
2018-05-19,22,hogwartsishere
2018-05-20,0,hogwartsishere
2018-05-21,22,hogwartsishere
2018-05-22,32,hogwartsishere
2018-05-23,0,hogwartsishere
2018-05-24,0,hogwartsishere
2018-05-25,0,hogwartsishere
2018-05-26,0,hogwartsishere
2018-05-27,0,hogwartsishere
2018-05-28,29,hogwartsishere
2018-05-29,0,hogwartsishere
2018-05-30,70,hogwartsishere
2018-05-31,0,hogwartsishere
2018-06-01,0,hogwartsishere
2018-06-02,0,hogwartsishere
2018-06-03,0,hogwartsishere
2018-06-04,0,hogwartsishere
2018-06-05,0,hogwartsishere
2018-06-06,0,hogwartsishere
2018-06-07,0,hogwartsishere
2018-06-08,0,hogwartsishere
2018-06-09,0,hogwartsishere
2018-06-10,0,hogwartsishere
2018-06-11,0,hogwartsishere
2018-06-12,0,hogwartsishere
2018-06-13,23,hogwartsishere
2018-06-14,29,hogwartsishere
2018-06-15,0,hogwartsishere
2018-06-16,0,hogwartsishere
2018-06-17,0,hogwartsishere
2018-06-18,0,hogwartsishere
2018-06-19,0,hogwartsishere
2018-06-20,0,hogwartsishere
2018-06-21,23,hogwartsishere
2018-06-22,0,hogwartsishere
2018-06-23,0,hogwartsishere
2018-06-24,0,hogwartsishere
2018-06-25,35,hogwartsishere
2018-06-26,20,hogwartsishere
2018-06-27,0,hogwartsishere
2018-06-28,0,hogwartsishere
2018-06-29,65,hogwartsishere
2018-06-30,22,hogwartsishere
2018-07-01,27,hogwartsishere
2018-07-02,12,hogwartsishere
2018-07-03,0,hogwartsishere
2018-07-04,0,hogwartsishere
2018-07-05,20,hogwartsishere
2018-07-06,15,hogwartsishere
2018-07-07,0,hogwartsishere
2018-07-08,0,hogwartsishere
2018-07-09,0,hogwartsishere
2018-07-10,11,hogwartsishere
2018-07-11,0,hogwartsishere
2018-07-12,19,hogwartsishere
2018-07-13,23,hogwartsishere
2018-07-14,0,hogwartsishere
2018-07-15,0,hogwartsishere
2018-07-16,0,hogwartsishere
2018-07-17,0,hogwartsishere
2018-07-18,0,hogwartsishere
2018-07-19,0,hogwartsishere
2018-07-20,0,hogwartsishere
2018-07-21,100,hogwartsishere
2018-07-22,0,hogwartsishere
2018-07-23,0,hogwartsishere
2018-07-24,14,hogwartsishere
2018-07-25,0,hogwartsishere
2018-07-26,0,hogwartsishere
2018-07-27,0,hogwartsishere
2018-07-28,0,hogwartsishere
2018-07-29,0,hogwartsishere
2018-07-30,0,hogwartsishere
2018-07-31,25,hogwartsishere
2018-08-01,0,hogwartsishere
2018-08-02,0,hogwartsishere
2018-08-03,0,hogwartsishere
2018-08-04,0,hogwartsishere
2018-08-05,0,hogwartsishere
2018-08-06,0,hogwartsishere
2018-08-07,0,hogwartsishere
2018-08-08,0,hogwartsishere
2018-08-09,25,hogwartsishere
2018-08-10,0,hogwartsishere
2018-08-11,18,hogwartsishere
2018-08-12,0,hogwartsishere
2018-08-13,0,hogwartsishere
2018-08-14,0,hogwartsishere
2018-08-15,27,hogwartsishere
2018-08-16,0,hogwartsishere
2018-08-17,0,hogwartsishere
2018-08-18,0,hogwartsishere
2018-08-19,0,hogwartsishere
2018-08-20,0,hogwartsishere
2018-08-21,0,hogwartsishere
2018-08-22,14,hogwartsishere
2018-08-23,30,hogwartsishere
2018-08-24,15,hogwartsishere
2018-08-25,32,hogwartsishere
2018-08-26,0,hogwartsishere
2018-08-27,0,hogwartsishere
2018-08-28,0,hogwartsishere
2018-08-29,0,hogwartsishere
2018-08-30,0,hogwartsishere
2018-08-31,20,hogwartsishere
2018-09-01,45,hogwartsishere
2018-09-02,15,hogwartsishere
2018-09-03,13,hogwartsishere
2018-09-04,32,hogwartsishere
2018-09-05,0,hogwartsishere
2018-09-06,0,hogwartsishere
2018-09-07,0,hogwartsishere
2018-09-08,22,hogwartsishere
2018-09-09,0,hogwartsishere
2018-09-10,0,hogwartsishere
2018-09-11,0,hogwartsishere
2018-09-12,37,hogwartsishere
2018-09-13,0,hogwartsishere
2018-09-14,0,hogwartsishere
2018-09-15,0,hogwartsishere
2018-09-16,0,hogwartsishere
2018-09-17,26,hogwartsishere
2018-09-18,11,hogwartsishere
2018-09-19,0,hogwartsishere
2018-09-20,0,hogwartsishere
2018-09-21,0,hogwartsishere
2018-09-22,0,hogwartsishere
2018-09-23,0,hogwartsishere
2018-09-24,72,hogwartsishere
2018-09-25,16,hogwartsishere
2018-09-26,0,hogwartsishere
2018-09-27,0,hogwartsishere
2018-09-28,15,hogwartsishere
2018-09-29,24,hogwartsishere
2018-09-30,0,hogwartsishere
2018-10-01,0,hogwartsishere
2018-10-02,0,hogwartsishere
2018-10-03,0,hogwartsishere
2018-10-04,0,hogwartsishere
2018-10-05,0,hogwartsishere
2018-10-06,36,hogwartsishere
2018-10-07,0,hogwartsishere
2018-10-08,16,hogwartsishere
2018-10-09,0,hogwartsishere
2018-10-10,0,hogwartsishere
2018-10-11,0,hogwartsishere
2018-10-12,0,hogwartsishere
2018-10-13,17,hogwartsishere
2018-10-14,31,hogwartsishere
2018-10-15,0,hogwartsishere
2018-10-16,19,hogwartsishere
2018-10-17,0,hogwartsishere
2018-10-18,0,hogwartsishere
2018-10-19,0,hogwartsishere
2018-10-20,0,hogwartsishere
2018-10-21,0,hogwartsishere
2018-10-22,0,hogwartsishere
2018-10-23,31,hogwartsishere
2018-10-24,0,hogwartsishere
2018-10-25,0,hogwartsishere
2018-10-26,14,hogwartsishere
2018-10-27,0,hogwartsishere
2018-10-28,0,hogwartsishere
2018-10-29,0,hogwartsishere
2018-10-30,17,hogwartsishere
2018-10-31,0,hogwartsishere
2018-11-01,0,hogwartsishere
2018-11-02,19,hogwartsishere
2018-11-03,39,hogwartsishere
2018-11-04,0,hogwartsishere
2018-11-05,0,hogwartsishere
2018-11-06,0,hogwartsishere
2018-11-07,0,hogwartsishere
2018-11-08,0,hogwartsishere
2018-11-09,0,hogwartsishere
2018-11-10,24,hogwartsishere
2018-11-11,0,hogwartsishere
2018-11-12,15,hogwartsishere
2018-11-13,0,hogwartsishere
2018-11-14,0,hogwartsishere
2018-11-15,0,hogwartsishere
2018-11-16,0,hogwartsishere
2018-11-17,22,hogwartsishere
2018-11-18,0,hogwartsishere
2018-11-19,0,hogwartsishere
2018-11-20,0,hogwartsishere
2018-11-21,0,hogwartsishere
2018-11-22,0,hogwartsishere
2018-11-23,0,hogwartsishere
2018-11-24,0,hogwartsishere
2018-11-25,0,hogwartsishere
2018-11-26,30,hogwartsishere
2018-11-27,12,hogwartsishere
2018-11-28,30,hogwartsishere
2018-11-29,14,hogwartsishere
2018-11-30,0,hogwartsishere
2018-12-01,24,hogwartsishere
2018-12-02,0,hogwartsishere
2018-12-03,0,hogwartsishere
2018-12-04,0,hogwartsishere
2018-12-05,16,hogwartsishere
2018-12-06,0,hogwartsishere
2018-12-07,0,hogwartsishere
2018-12-08,0,hogwartsishere
2018-12-09,0,hogwartsishere
2018-12-10,20,hogwartsishere
2018-12-11,0,hogwartsishere
2018-12-12,0,hogwartsishere
2018-12-13,0,hogwartsishere
2018-12-14,52,hogwartsishere
2018-12-15,0,hogwartsishere
2018-12-16,0,hogwartsishere
2018-12-17,0,hogwartsishere
2018-12-18,0,hogwartsishere
2018-12-19,0,hogwartsishere
2018-12-20,0,hogwartsishere
2018-12-21,0,hogwartsishere
2018-12-22,0,hogwartsishere
2018-12-23,0,hogwartsishere
2018-12-24,0,hogwartsishere
2018-12-25,0,hogwartsishere
2018-12-26,0,hogwartsishere
2018-12-27,14,hogwartsishere
2018-12-28,0,hogwartsishere
2018-12-29,14,hogwartsishere
2018-12-30,0,hogwartsishere
2018-12-31,0,hogwartsishere
2016-01-01,0,jkrowling
2016-01-02,0,jkrowling
2016-01-03,0,jkrowling
2016-01-04,0,jkrowling
2016-01-05,0,jkrowling
2016-01-06,0,jkrowling
2016-01-07,0,jkrowling
2016-01-08,0,jkrowling
2016-01-09,0,jkrowling
2016-01-10,0,jkrowling
2016-01-11,0,jkrowling
2016-01-12,0,jkrowling
2016-01-13,0,jkrowling
2016-01-14,0,jkrowling
2016-01-15,0,jkrowling
2016-01-16,0,jkrowling
2016-01-17,0,jkrowling
2016-01-18,0,jkrowling
2016-01-19,0,jkrowling
2016-01-20,22,jkrowling
2016-01-21,25,jkrowling
2016-01-22,0,jkrowling
2016-01-23,0,jkrowling
2016-01-24,0,jkrowling
2016-01-25,0,jkrowling
2016-01-26,0,jkrowling
2016-01-27,77,jkrowling
2016-01-28,0,jkrowling
2016-01-29,48,jkrowling
2016-01-30,0,jkrowling
2016-01-31,0,jkrowling
2016-02-01,41,jkrowling
2016-02-02,0,jkrowling
2016-02-03,52,jkrowling
2016-02-04,0,jkrowling
2016-02-05,0,jkrowling
2016-02-06,0,jkrowling
2016-02-07,0,jkrowling
2016-02-08,0,jkrowling
2016-02-09,0,jkrowling
2016-02-10,0,jkrowling
2016-02-11,0,jkrowling
2016-02-12,0,jkrowling
2016-02-13,0,jkrowling
2016-02-14,60,jkrowling
2016-02-15,0,jkrowling
2016-02-16,0,jkrowling
2016-02-17,0,jkrowling
2016-02-18,33,jkrowling
2016-02-19,0,jkrowling
2016-02-20,38,jkrowling
2016-02-21,0,jkrowling
2016-02-22,0,jkrowling
2016-02-23,34,jkrowling
2016-02-24,0,jkrowling
2016-02-25,0,jkrowling
2016-02-26,0,jkrowling
2016-02-27,40,jkrowling
2016-02-28,0,jkrowling
2016-02-29,23,jkrowling
2016-03-01,0,jkrowling
2016-03-02,0,jkrowling
2016-03-03,0,jkrowling
2016-03-04,0,jkrowling
2016-03-05,45,jkrowling
2016-03-06,0,jkrowling
2016-03-07,72,jkrowling
2016-03-08,0,jkrowling
2016-03-09,0,jkrowling
2016-03-10,41,jkrowling
2016-03-11,23,jkrowling
2016-03-12,0,jkrowling
2016-03-13,0,jkrowling
2016-03-14,0,jkrowling
2016-03-15,22,jkrowling
2016-03-16,0,jkrowling
2016-03-17,30,jkrowling
2016-03-18,35,jkrowling
2016-03-19,59,jkrowling
2016-03-20,0,jkrowling
2016-03-21,0,jkrowling
2016-03-22,0,jkrowling
2016-03-23,0,jkrowling
2016-03-24,0,jkrowling
2016-03-25,0,jkrowling
2016-03-26,0,jkrowling
2016-03-27,0,jkrowling
2016-03-28,25,jkrowling
2016-03-29,0,jkrowling
2016-03-30,0,jkrowling
2016-03-31,0,jkrowling
2016-04-01,0,jkrowling
2016-04-02,0,jkrowling
2016-04-03,25,jkrowling
2016-04-04,0,jkrowling
2016-04-05,0,jkrowling
2016-04-06,0,jkrowling
2016-04-07,0,jkrowling
2016-04-08,0,jkrowling
2016-04-09,0,jkrowling
2016-04-10,0,jkrowling
2016-04-11,0,jkrowling
2016-04-12,0,jkrowling
2016-04-13,0,jkrowling
2016-04-14,0,jkrowling
2016-04-15,0,jkrowling
2016-04-16,0,jkrowling
2016-04-17,0,jkrowling
2016-04-18,0,jkrowling
2016-04-19,0,jkrowling
2016-04-20,0,jkrowling
2016-04-21,0,jkrowling
2016-04-22,0,jkrowling
2016-04-23,0,jkrowling
2016-04-24,28,jkrowling
2016-04-25,0,jkrowling
2016-04-26,0,jkrowling
2016-04-27,0,jkrowling
2016-04-28,0,jkrowling
2016-04-29,22,jkrowling
2016-04-30,100,jkrowling
2016-05-01,0,jkrowling
2016-05-02,0,jkrowling
2016-05-03,0,jkrowling
2016-05-04,0,jkrowling
2016-05-05,0,jkrowling
2016-05-06,0,jkrowling
2016-05-07,0,jkrowling
2016-05-08,46,jkrowling
2016-05-09,27,jkrowling
2016-05-10,0,jkrowling
2016-05-11,0,jkrowling
2016-05-12,0,jkrowling
2016-05-13,0,jkrowling
2016-05-14,0,jkrowling
2016-05-15,0,jkrowling
2016-05-16,0,jkrowling
2016-05-17,0,jkrowling
2016-05-18,49,jkrowling
2016-05-19,0,jkrowling
2016-05-20,0,jkrowling
2016-05-21,77,jkrowling
2016-05-22,0,jkrowling
2016-05-23,0,jkrowling
2016-05-24,0,jkrowling
2016-05-25,39,jkrowling
2016-05-26,0,jkrowling
2016-05-27,0,jkrowling
2016-05-28,0,jkrowling
2016-05-29,0,jkrowling
2016-05-30,0,jkrowling
2016-05-31,0,jkrowling
2016-06-01,21,jkrowling
2016-06-02,0,jkrowling
2016-06-03,0,jkrowling
2016-06-04,19,jkrowling
2016-06-05,0,jkrowling
2016-06-06,0,jkrowling
2016-06-07,0,jkrowling
2016-06-08,15,jkrowling
2016-06-09,0,jkrowling
2016-06-10,0,jkrowling
2016-06-11,21,jkrowling
2016-06-12,0,jkrowling
2016-06-13,17,jkrowling
2016-06-14,0,jkrowling
2016-06-15,0,jkrowling
2016-06-16,35,jkrowling
2016-06-17,0,jkrowling
2016-06-18,0,jkrowling
2016-06-19,0,jkrowling
2016-06-20,0,jkrowling
2016-06-21,36,jkrowling
2016-06-22,0,jkrowling
2016-06-23,0,jkrowling
2016-06-24,0,jkrowling
2016-06-25,0,jkrowling
2016-06-26,0,jkrowling
2016-06-27,0,jkrowling
2016-06-28,0,jkrowling
2016-06-29,0,jkrowling
2016-06-30,0,jkrowling
2016-07-01,0,jkrowling
2016-07-02,0,jkrowling
2016-07-03,0,jkrowling
2016-07-04,32,jkrowling
2016-07-05,0,jkrowling
2016-07-06,0,jkrowling
2016-07-07,25,jkrowling
2016-07-08,0,jkrowling
2016-07-09,0,jkrowling
2016-07-10,0,jkrowling
2016-07-11,0,jkrowling
2016-07-12,0,jkrowling
2016-07-13,0,jkrowling
2016-07-14,0,jkrowling
2016-07-15,0,jkrowling
2016-07-16,0,jkrowling
2016-07-17,0,jkrowling
2016-07-18,0,jkrowling
2016-07-19,0,jkrowling
2016-07-20,0,jkrowling
2016-07-21,0,jkrowling
2016-07-22,0,jkrowling
2016-07-23,0,jkrowling
2016-07-24,0,jkrowling
2016-07-25,0,jkrowling
2016-07-26,0,jkrowling
2016-07-27,55,jkrowling
2016-07-28,0,jkrowling
2016-07-29,0,jkrowling
2016-07-30,0,jkrowling
2016-07-31,0,jkrowling
2016-08-01,0,jkrowling
2016-08-02,0,jkrowling
2016-08-03,63,jkrowling
2016-08-04,0,jkrowling
2016-08-05,0,jkrowling
2016-08-06,0,jkrowling
2016-08-07,21,jkrowling
2016-08-08,0,jkrowling
2016-08-09,0,jkrowling
2016-08-10,0,jkrowling
2016-08-11,0,jkrowling
2016-08-12,18,jkrowling
2016-08-13,49,jkrowling
