date,harrypotterwiki,hogwartsishere,jkrowling,harrypotterlexicon,mugglenet,pottermore,wizardingworld
2017-10-16,0,0,0,0,0,39,33
2017-10-17,0,0,0,0,0,39,57
2017-10-18,0,0,0,0,0,41,57
2017-10-19,0,18,32,0,0,39,42
2017-10-20,0,0,0,0,0,48,41
2017-10-21,0,0,0,72,0,50,39
2017-10-22,0,0,0,0,0,48,60
2017-10-23,19,0,0,0,0,39,63
2017-10-24,40,29,0,0,0,39,51
2017-10-25,0,16,0,27,27,43,43
2017-10-26,0,22,36,0,0,42,41
2017-10-27,39,0,34,0,0,38,31
2017-10-28,0,0,0,0,70,51,52
2017-10-29,0,0,0,0,0,48,87
2017-10-30,0,0,0,0,0,39,46
2017-10-31,24,0,0,0,29,47,34
2017-11-01,35,0,0,32,31,47,41
2017-11-02,0,0,0,72,0,36,42
2017-11-03,0,32,0,0,0,44,51
2017-11-04,0,0,0,0,0,48,63
2017-11-05,0,0,0,0,0,45,68
2017-11-06,0,0,0,0,0,36,45
2017-11-07,28,0,19,32,24,39,45
2017-11-08,0,0,0,0,95,37,59
2017-11-09,37,0,0,0,0,40,58
2017-11-10,74,0,0,0,17,42,56
2017-11-11,23,0,0,0,20,48,65
2017-11-12,0,34,0,0,0,47,84
2017-11-13,0,16,0,0,0,33,65
2017-11-14,0,0,0,0,22,34,62
2017-11-15,0,0,0,0,0,36,57
2017-11-16,0,24,0,0,33,46,56
2017-11-17,0,0,0,0,18,43,84
2017-11-18,0,0,0,0,24,48,49
2017-11-19,0,0,0,55,0,50,68
2017-11-20,0,0,0,0,0,36,65
2017-11-21,0,0,0,0,0,38,48
2017-11-22,0,27,0,21,0,35,49
2017-11-23,0,0,0,39,32,42,58
2017-11-24,43,52,0,30,0,40,73
2017-11-25,0,0,0,0,24,47,66
2017-11-26,0,16,0,0,24,47,51
2017-11-27,0,40,0,0,32,36,81
2017-11-28,30,0,14,66,0,37,44
2017-11-29,0,0,0,0,0,38,55
2017-11-30,0,51,59,0,0,34,47
2017-12-01,0,31,0,0,17,40,66
2017-12-02,0,19,0,0,45,60,63
2017-12-03,28,18,29,0,100,100,39
2017-12-04,0,40,0,0,22,48,62
2017-12-05,0,21,0,28,49,45,47
2017-12-06,0,0,16,19,52,46,61
2017-12-07,0,0,0,50,30,42,58
2017-12-08,0,0,45,0,0,44,60
2017-12-09,0,0,0,0,0,47,37
2017-12-10,0,0,0,0,0,62,68
2017-12-11,48,18,19,0,25,57,51
2017-12-12,0,20,30,83,0,50,64
2017-12-13,0,0,0,0,0,43,55
2017-12-14,0,0,0,0,0,44,49
2017-12-15,51,0,0,0,20,43,62
2017-12-16,0,0,0,0,0,52,89
2017-12-17,0,19,0,0,74,51,87
2017-12-18,0,0,0,0,32,41,68
2017-12-19,0,0,0,0,50,40,62
2017-12-20,0,0,0,36,0,42,51
2017-12-21,0,0,0,0,0,42,55
2017-12-22,0,43,0,0,0,43,36
2017-12-23,0,58,22,36,0,49,89
2017-12-24,0,0,0,0,0,58,55
2017-12-25,0,24,0,29,0,78,100
2017-12-26,83,0,0,0,58,57,86
2017-12-27,0,0,18,0,0,51,79
2017-12-28,0,29,0,0,0,54,82
2017-12-29,0,21,0,0,0,55,67
2017-12-30,0,0,0,0,26,55,81
2017-12-31,0,0,43,84,0,58,73
2018-01-01,39,0,0,0,0,100,89
2018-01-02,0,21,0,42,0,70,90
2018-01-03,0,0,0,30,0,73,83
2018-01-04,0,38,0,0,0,70,55
2018-01-05,0,48,0,0,0,72,50
2018-01-06,0,93,0,0,0,82,90
2018-01-07,0,52,34,0,50,80,85
2018-01-08,0,37,0,0,25,61,70
2018-01-09,0,0,0,0,0,65,84
2018-01-10,36,0,0,0,32,70,55
2018-01-11,18,0,0,26,0,65,49
2018-01-12,0,23,0,0,0,66,62
2018-01-13,0,0,0,46,23,78,54
2018-01-14,0,0,0,0,17,70,44
2018-01-15,0,46,0,0,0,62,73
2018-01-16,31,0,0,0,0,69,62
2018-01-17,0,0,0,0,14,63,65
2018-01-18,0,0,0,46,18,71,47
2018-01-19,0,0,0,0,0,70,67
2018-01-20,58,0,66,0,0,78,56
2018-01-21,30,0,0,0,0,80,58
2018-01-22,0,0,21,0,0,59,56
2018-01-23,0,0,17,46,0,60,56
2018-01-24,0,21,0,0,15,66,42
2018-01-25,0,39,0,0,0,56,53
2018-01-26,49,0,0,39,0,65,65
2018-01-27,0,24,23,0,0,77,84
2018-01-28,0,21,0,0,0,86,76
2018-01-29,0,0,0,0,15,66,59
2018-01-30,0,0,0,0,0,59,44
2018-01-31,0,18,0,58,20,57,54
2018-02-01,0,0,17,58,0,64,38
2018-02-02,0,0,0,0,20,64,43
2018-02-03,0,51,0,46,24,75,37
2018-02-04,0,21,0,0,0,74,52
2018-02-05,41,0,0,0,0,55,70
2018-02-06,39,0,0,0,24,51,50
2018-02-07,0,0,0,0,0,53,74
2018-02-08,0,0,0,0,32,53,49
2018-02-09,0,20,0,0,35,54,67
2018-02-10,0,0,0,48,22,64,58
2018-02-11,31,53,0,31,0,59,76
2018-02-12,0,0,0,36,40,58,51
2018-02-13,32,0,0,26,0,56,36
2018-02-14,35,0,18,0,0,58,59
2018-02-15,0,0,0,40,0,51,29
2018-02-16,0,0,18,0,0,53,50
2018-02-17,0,0,0,0,0,64,40
2018-02-18,0,0,27,36,0,68,64
2018-02-19,0,71,0,0,0,51,60
2018-02-20,0,0,0,0,0,53,54
2018-02-21,0,0,0,0,25,50,52
2018-02-22,0,0,19,0,0,49,54
2018-02-23,0,0,0,45,0,60,38
2018-02-24,0,32,0,0,0,62,57
2018-02-25,0,0,0,0,27,61,51
2018-02-26,0,0,0,0,15,53,50
2018-02-27,0,19,0,30,31,47,47
2018-02-28,0,0,0,0,23,47,49
2018-03-01,0,0,0,0,19,56,51
2018-03-02,0,0,0,81,27,60,44
2018-03-03,0,0,0,0,0,65,71
2018-03-04,0,24,0,0,20,58,72
2018-03-05,0,0,0,0,21,47,49
2018-03-06,0,18,24,0,43,52,64
2018-03-07,0,0,0,0,32,52,64
2018-03-08,0,85,0,0,0,51,39
2018-03-09,0,33,25,0,0,58,16
2018-03-10,0,0,0,0,0,67,65
2018-03-11,0,100,37,0,0,65,65
2018-03-12,0,0,0,0,0,48,82
2018-03-13,0,0,29,0,38,60,92
2018-03-14,0,0,0,0,0,63,100
2018-03-15,0,0,19,0,0,63,76
2018-03-16,0,0,100,0,0,63,64
2018-03-17,0,19,22,0,27,63,70
2018-03-18,23,0,0,29,0,62,78
2018-03-19,23,0,0,0,0,54,66
2018-03-20,0,0,0,0,0,55,63
2018-03-21,0,34,23,0,22,59,71
2018-03-22,0,0,61,0,0,60,59
2018-03-23,0,0,0,0,23,61,37
2018-03-24,0,23,0,0,0,56,67
2018-03-25,0,22,0,0,31,65,63
2018-03-26,0,0,0,0,20,47,53
2018-03-27,0,0,0,0,17,51,43
2018-03-28,0,53,25,0,0,57,52
2018-03-29,0,0,0,0,0,56,60
2018-03-30,0,41,53,0,21,66,35
2018-03-31,0,0,0,0,0,65,60
2018-04-01,0,0,0,0,84,61,58
2018-04-02,0,23,0,0,40,68,73
2018-04-03,0,35,26,0,29,57,41
2018-04-04,25,0,0,54,0,58,55
2018-04-05,22,40,25,0,23,54,39
2018-04-06,37,23,0,29,0,60,42
2018-04-07,0,53,0,0,0,65,50
2018-04-08,0,0,26,29,0,65,36
2018-04-09,0,0,0,0,0,48,56
2018-04-10,56,0,0,0,0,45,45
2018-04-11,0,0,0,0,0,51,56
2018-04-12,20,0,19,0,0,45,44
2018-04-13,29,0,26,0,45,51,58
2018-04-14,100,0,33,73,0,57,39
2018-04-15,24,48,0,30,86,55,34
2018-04-16,0,0,16,0,0,45,45
2018-04-17,0,19,0,0,0,48,29
2018-04-18,0,0,27,40,37,46,26
2018-04-19,0,0,0,0,18,45,34
2018-04-20,0,0,0,0,0,52,37
2018-04-21,29,75,0,0,54,58,50
2018-04-22,0,0,19,0,0,54,50
2018-04-23,25,51,0,0,0,47,41
2018-04-24,0,0,24,0,52,53,54
2018-04-25,0,0,29,0,0,78,42
2018-04-26,0,0,0,41,0,92,52
2018-04-27,0,29,0,0,18,93,57
2018-04-28,0,25,36,100,0,89,30
2018-04-29,71,0,0,0,20,100,76
2018-04-30,40,38,0,57,0,79,52
2018-05-01,0,46,0,0,26,84,50
2018-05-02,0,0,0,0,15,79,46
2018-05-03,0,45,0,0,28,72,58
2018-05-04,0,0,22,0,25,76,67
2018-05-05,25,57,0,0,0,80,51
2018-05-06,32,0,0,38,0,75,57
2018-05-07,37,54,0,42,0,64,51
2018-05-08,0,35,0,0,0,68,44
2018-05-09,52,0,0,0,49,58,47
2018-05-10,0,18,0,75,0,65,48
2018-05-11,0,29,0,0,22,64,49
2018-05-12,0,0,0,0,0,73,51
2018-05-13,30,0,0,0,0,65,75
2018-05-14,45,42,0,0,0,54,53
2018-05-15,61,0,0,0,0,48,43
2018-05-16,0,0,0,0,40,49,81
2018-05-17,0,0,0,38,0,47,66
2018-05-18,0,0,44,32,0,51,45
2018-05-19,0,22,0,0,23,55,35
2018-05-20,0,0,0,0,84,56,66
2018-05-21,0,22,0,0,0,45,53
2018-05-22,0,32,0,0,0,47,55
2018-05-23,0,0,67,0,0,45,62
2018-05-24,0,0,0,0,0,51,53
2018-05-25,0,0,0,0,48,47,44
2018-05-26,0,0,50,0,100,55,44
2018-05-27,0,0,0,0,0,59,67
2018-05-28,19,29,0,0,30,50,84
2018-05-29,84,0,0,0,22,49,44
2018-05-30,0,70,0,0,0,44,57
2018-05-31,26,0,0,0,0,50,61
2018-06-01,0,0,26,0,0,51,55
2018-06-02,0,0,0,0,0,62,48
2018-06-03,0,0,0,0,0,62,58
2018-06-04,0,0,0,40,0,46,61
2018-06-05,0,0,0,40,17,46,46
2018-06-06,0,0,0,0,22,48,44
2018-06-07,0,0,0,0,14,45,53
2018-06-08,0,0,34,0,0,45,54
2018-06-09,0,0,0,0,0,52,49
2018-06-10,0,0,0,33,18,52,97
2018-06-11,0,0,0,34,0,41,51
2018-06-12,100,0,36,54,13,41,30
2018-06-13,0,23,0,0,0,41,41
2018-06-14,4,29,0,0,0,42,40
2018-06-15,0,0,0,0,0,49,63
2018-06-16,4,0,0,0,38,54,50
2018-06-17,0,0,0,0,0,47,47
2018-06-18,0,0,0,0,0,45,42
2018-06-19,0,0,65,0,30,41,38
2018-06-20,0,0,0,0,16,43,42
2018-06-21,3,23,0,0,0,41,54
2018-06-22,0,0,0,0,0,41,54
2018-06-23,0,0,43,47,0,47,68
2018-06-24,0,0,0,0,0,49,77
2018-06-25,0,35,0,47,0,39,44
2018-06-26,0,20,42,0,0,38,79
2018-06-27,0,0,0,0,30,37,30
2018-06-28,0,0,0,0,0,42,63
2018-06-29,0,65,0,0,16,50,50
2018-06-30,0,22,67,0,0,49,64
2018-07-01,2,27,0,0,0,41,25
2018-07-02,0,12,0,33,0,33,28
2018-07-03,0,0,0,0,0,31,26
2018-07-04,0,0,0,0,0,31,23
2018-07-05,0,20,58,0,0,38,25
2018-07-06,65,15,0,0,0,28,21
2018-07-07,5,0,0,0,0,33,17
2018-07-08,0,0,0,32,26,40,28
2018-07-09,0,0,21,0,0,32,22
2018-07-10,0,11,0,0,0,34,29
2018-07-11,0,0,0,46,0,33,27
2018-07-12,0,19,0,0,23,33,19
2018-07-13,0,23,0,0,0,33,26
2018-07-14,0,0,0,69,0,46,32
2018-07-15,0,0,0,0,0,45,47
2018-07-16,0,0,0,0,24,43,38
2018-07-17,0,0,0,0,16,38,33
2018-07-18,0,0,31,36,0,39,26
2018-07-19,0,0,0,0,0,35,34
2018-07-20,4,0,51,0,0,34,29
2018-07-21,0,100,0,0,36,43,16
2018-07-22,0,0,0,34,0,47,41
2018-07-23,0,0,0,45,23,43,42
2018-07-24,0,14,0,0,33,42,32
2018-07-25,6,0,0,35,18,44,18
2018-07-26,0,0,55,0,0,39,32
2018-07-27,10,0,0,0,30,43,18
2018-07-28,0,0,0,0,26,49,39
2018-07-29,0,0,0,94,19,49,39
2018-07-30,0,0,0,0,19,44,33
2018-07-31,4,25,0,0,0,51,36
2018-08-01,0,0,26,0,25,56,37
2018-08-02,0,0,22,0,0,59,37
2018-08-03,0,0,0,0,0,65,43
2018-08-04,0,0,0,0,21,63,33
2018-08-05,2,0,0,0,48,62,36
2018-08-06,5,0,0,0,47,43,30
2018-08-07,4,0,22,0,0,46,21
2018-08-08,0,0,45,61,36,43,32
2018-08-09,0,25,36,66,0,45,31
2018-08-10,0,0,80,0,0,43,34
2018-08-11,0,18,0,0,0,52,29
2018-08-12,2,0,0,0,30,48,26
2018-08-13,0,0,0,0,0,42,24
2018-08-14,0,0,22,0,47,40,34
2018-08-15,0,27,90,0,0,41,30
2018-08-16,0,0,0,0,37,38,24
2018-08-17,0,0,0,0,21,44,25
2018-08-18,0,0,27,0,22,43,23
2018-08-19,4,0,0,0,0,44,34
2018-08-20,0,0,0,0,19,38,27
2018-08-21,0,0,36,0,0,41,30
2018-08-22,0,14,30,0,0,44,29
2018-08-23,0,30,0,0,37,41,24
2018-08-24,0,15,0,0,0,43,28
2018-08-25,0,32,0,0,0,48,33
2018-08-26,0,0,0,0,0,51,31
2018-08-27,0,0,64,64,0,36,31
2018-08-28,4,0,0,0,0,37,30
2018-08-29,0,0,0,85,0,35,23
2018-08-30,0,0,0,0,15,36,23
2018-08-31,4,20,0,0,0,41,18
2018-09-01,4,45,0,0,0,51,34
2018-09-02,0,15,0,0,0,57,32
2018-09-03,4,13,0,46,0,48,40
2018-09-04,3,32,0,0,19,44,35
2018-09-05,0,0,0,38,34,42,25
2018-09-06,3,0,0,0,0,38,26
2018-09-07,0,0,0,0,18,40,22
2018-09-08,0,22,0,0,25,52,29
2018-09-09,0,0,0,62,0,50,28
2018-09-10,0,0,0,0,99,38,22
2018-09-11,0,0,0,0,0,37,12
2018-09-12,0,37,0,0,100,37,18
2018-09-13,0,0,27,0,29,37,26
2018-09-14,0,0,44,0,0,34,20
2018-09-15,0,0,0,0,52,48,26
2018-09-16,0,0,25,0,0,45,25
2018-09-17,0,26,49,0,22,33,23
2018-09-18,11,11,0,0,0,34,25
2018-09-19,3,0,30,0,23,34,25
2018-09-20,0,0,0,0,0,34,25
2018-09-21,0,0,0,0,0,37,18
2018-09-22,0,0,0,0,0,44,31
2018-09-23,0,0,0,0,98,46,35
2018-09-24,0,72,0,0,20,35,24
2018-09-25,0,16,0,0,0,40,28
2018-09-26,7,0,0,32,43,43,39
2018-09-27,0,0,100,0,31,42,29
2018-09-28,0,15,0,0,21,46,37
2018-09-29,0,24,0,0,0,51,31
2018-09-30,0,0,0,0,19,49,26
2018-10-01,0,0,0,0,16,36,29
2018-10-02,0,0,22,45,0,36,32
2018-10-03,0,0,25,42,0,42,31
2018-10-04,0,0,0,0,0,40,21
2018-10-05,0,0,0,39,19,45,27
2018-10-06,0,36,0,29,35,51,28
2018-10-07,0,0,0,0,0,49,47
2018-10-08,2,16,74,33,0,38,29
2018-10-09,0,0,0,41,0,36,20
2018-10-10,0,0,0,0,22,41,26
2018-10-11,0,0,0,58,0,38,29
2018-10-12,0,0,0,0,0,40,40
2018-10-13,0,17,0,0,0,44,27
2018-10-14,0,31,0,0,51,52,25
2018-10-15,0,0,0,0,88,43,28
2018-10-16,0,19,0,0,22,40,30
2018-10-17,0,0,29,0,17,39,25
2018-10-18,0,0,0,0,0,38,32
2018-10-19,0,0,0,0,0,41,27
2018-10-20,0,0,0,0,23,52,29
2018-10-21,0,0,0,0,43,51,39
2018-10-22,0,0,0,0,15,41,29
2018-10-23,0,31,0,0,0,38,23
2018-10-24,0,0,0,0,19,41,25
2018-10-25,0,0,0,0,0,44,25
2018-10-26,2,14,0,0,41,43,30
2018-10-27,0,0,0,0,0,45,25
2018-10-28,0,0,0,94,0,47,21
2018-10-29,0,0,0,0,0,40,26
2018-10-30,0,17,23,0,69,37,20
2018-10-31,2,0,0,0,0,44,28
2018-11-01,0,0,0,0,38,43,31
2018-11-02,0,19,0,0,0,45,32
2018-11-03,0,39,0,0,0,49,23
2018-11-04,4,0,0,0,0,48,46
2018-11-05,0,0,0,0,34,39,34
2018-11-06,0,0,0,0,25,38,27
2018-11-07,0,0,36,0,0,40,31
2018-11-08,0,0,0,0,27,45,28
2018-11-09,0,0,0,0,48,43,34
2018-11-10,0,24,0,0,0,55,60
2018-11-11,0,0,0,0,0,56,62
2018-11-12,2,15,0,65,0,46,36
2018-11-13,0,0,0,30,0,48,37
2018-11-14,0,0,34,50,32,55,39
2018-11-15,0,0,49,0,40,59,39
2018-11-16,3,0,0,0,0,68,74
2018-11-17,5,22,0,0,66,92,84
2018-11-18,0,0,0,40,46,100,100
2018-11-19,0,0,55,0,0,78,77
2018-11-20,0,0,0,0,45,70,65
2018-11-21,0,0,0,0,0,64,47
2018-11-22,0,0,0,0,34,76,46
2018-11-23,0,0,0,37,20,74,66
2018-11-24,0,0,73,100,22,81,68
2018-11-25,0,0,0,69,51,81,64
2018-11-26,0,30,0,0,0,59,61
2018-11-27,2,12,0,0,28,61,55
2018-11-28,0,30,0,0,0,57,45
2018-11-29,3,14,0,0,33,57,24
2018-11-30,0,0,0,0,0,60,35
2018-12-01,0,24,0,0,0,64,41
2018-12-02,0,0,0,0,0,66,44
2018-12-03,0,0,0,0,0,50,33
2018-12-04,0,0,0,0,41,49,31
2018-12-05,0,16,0,0,35,47,39
2018-12-06,0,0,0,38,20,48,37
2018-12-07,0,0,0,44,22,52,36
2018-12-08,3,0,0,0,43,56,33
2018-12-09,0,0,0,46,0,59,39
2018-12-10,0,20,0,0,22,46,33
2018-12-11,0,0,0,0,0,47,33
2018-12-12,0,0,0,0,0,45,32
2018-12-13,0,0,0,26,17,43,30
2018-12-14,10,52,0,0,0,51,36
2018-12-15,0,0,0,0,26,58,36
2018-12-16,0,0,45,0,0,56,57
2018-12-17,0,0,0,0,35,43,41
2018-12-18,0,0,0,0,0,45,38
2018-12-19,0,0,0,0,37,49,36
2018-12-20,0,0,0,56,0,47,40
2018-12-21,0,0,0,0,0,50,39
2018-12-22,2,0,30,0,0,54,30
2018-12-23,0,0,69,42,0,68,40
2018-12-24,0,0,0,0,49,60,49
2018-12-25,0,0,0,0,0,77,33
2018-12-26,0,0,45,0,0,66,44
2018-12-27,0,14,26,61,0,60,50
2018-12-28,0,0,0,0,0,62,44
2018-12-29,0,14,0,0,0,60,44
2018-12-30,0,0,0,0,18,60,44
2018-12-31,4,0,0,0,0,59,34
