Day,harry potter: (Worldwide)
2022-01-01,84
2022-01-02,100
2022-01-03,84
2022-01-04,75
2022-01-05,73
2022-01-06,65
2022-01-07,66
2022-01-08,66
2022-01-09,66
2022-01-10,58
2022-01-11,55
2022-01-12,54
2022-01-13,53
2022-01-14,55
2022-01-15,57
2022-01-16,56
2022-01-17,53
2022-01-18,49
2022-01-19,50
2022-01-20,49
2022-01-21,47
2022-01-22,51
2022-01-23,48
2022-01-24,42
2022-01-25,44
2022-01-26,42
2022-01-27,45
2022-01-28,44
2022-01-29,49
2022-01-30,47
2022-01-31,41
2022-02-01,40
2022-02-02,41
2022-02-03,43
2022-02-04,42
2022-02-05,43
2022-02-06,45
2022-02-07,39
2022-02-08,40
2022-02-09,36
2022-02-10,39
2022-02-11,37
2022-02-12,40
2022-02-13,41
2022-02-14,36
2022-02-15,37
2022-02-16,39
2022-02-17,37
2022-02-18,39
2022-02-19,40
2022-02-20,41
2022-02-21,39
2022-02-22,39
2022-02-23,36
2022-02-24,34
2022-02-25,36
2022-02-26,38
2022-02-27,37
2022-02-28,35
2022-03-01,35
2022-03-02,36
2022-03-03,37
2022-03-04,34
2022-03-05,36
2022-03-06,36
2022-03-07,33
2022-03-08,32
2022-03-09,32
2022-03-10,31
2022-03-11,33
2022-03-12,36
2022-03-13,36
2022-03-14,33
2022-03-15,30
2022-03-16,33
2022-03-17,40
2022-03-18,51
2022-03-19,46
2022-03-20,42
2022-03-21,37
2022-03-22,36
2022-03-23,38
2022-03-24,35
2022-03-25,34
2022-03-26,37
2022-03-27,36
2022-03-28,32
2022-03-29,33
2022-03-30,35
2022-03-31,33
2022-04-01,34
2022-04-02,36
2022-04-03,38
2022-04-04,34
2022-04-05,31
2022-04-06,38
2022-04-07,28
2022-04-08,32
2022-04-09,32
2022-04-10,40
2022-04-11,40
2022-04-12,38
2022-04-13,39
2022-04-14,40
2022-04-15,42
2022-04-16,43
2022-04-17,42
2022-04-18,42
2022-04-19,32
2022-04-20,38
2022-04-21,34
2022-04-22,37
2022-04-23,40
2022-04-24,39
2022-04-25,36
2022-04-26,36
2022-04-27,34
2022-04-28,33
2022-04-29,33
2022-04-30,39
2022-05-01,38
2022-05-02,39
2022-05-03,37
2022-05-04,32
2022-05-05,33
2022-05-06,34
2022-05-07,37
2022-05-08,35
2022-05-09,34
2022-05-10,32
2022-05-11,32
2022-05-12,29
2022-05-13,31
2022-05-14,33
2022-05-15,34
2022-05-16,30
2022-05-17,29
2022-05-18,28
2022-05-19,29
2022-05-20,29
2022-05-21,32
2022-05-22,37
2022-05-23,30
2022-05-24,30
2022-05-25,29
2022-05-26,31
2022-05-27,30
2022-05-28,32
2022-05-29,34
2022-05-30,31
2022-05-31,29
2022-06-01,30
2022-06-02,29
2022-06-03,29
2022-06-04,33
2022-06-05,35
2022-06-06,32
2022-06-07,29
2022-06-08,30
2022-06-09,29
2022-06-10,28
2022-06-11,31
2022-06-12,32
2022-06-13,32
2022-06-14,29
2022-06-15,29
2022-06-16,28
2022-06-17,30
2022-06-18,31
2022-06-19,32
2022-06-20,30
2022-06-21,28
2022-06-22,29
2022-06-23,28
2022-06-24,28
2022-06-25,30
2022-06-26,31
2022-06-27,31
2022-06-28,29
2022-06-29,30
2022-06-30,29
